game_id,weather_id,temperature,precipitation,wind_speed,weather_condition,severe_weather_flag,weather_timestamp,weather_source_method,venue_name,latitude,longitude,temperature_max,temperature_min,temperature_avg,apparent_temperature,apparent_temperature_max,apparent_temperature_min,apparent_temperature_avg,rainfall,snowfall,snow_depth,wind_gust,wind_direction,sunshine,weather_code
2018_REG_05_BAL_CLE_20181007,WTH_00878,67.8,0.37,11.9,WMO_61|PRECIP,0,2018-10-07 12:00:00,open_meteo_daily_by_venue_coordinates,Huntington Bank Field,41.5061,-81.6995,73.3,63.2,67.8,69.9,77.8,63.6,69.9,0.37,0.0,0.0,24.2,11.0,8.45,61.0
2018_REG_05_DAL_HOU_20181007,WTH_00879,70.0,0.0,0.0,INDOOR,0,2018-10-07 12:00:00,open_meteo_indoor_controlled_daily_values,NRG Stadium,29.6847,-95.4107,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_05_DEN_NYJ_20181007,WTH_00880,71.2,0.004,10.0,WMO_51|PRECIP,0,2018-10-07 12:00:00,open_meteo_daily_by_venue_coordinates,MetLife Stadium,40.8135,-74.0745,79.7,66.3,71.2,74.3,85.3,67.2,74.3,0.004,0.0,0.0,18.6,223.0,7.29,51.0
2018_REG_05_GB_DET_20181007,WTH_00881,70.0,0.0,0.0,INDOOR,0,2018-10-07 12:00:00,open_meteo_indoor_controlled_daily_values,Ford Field,42.34,-83.0456,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_05_IND_NE_20181004,WTH_00882,62.3,0.043,12.8,WMO_53|PRECIP,0,2018-10-04 12:00:00,open_meteo_daily_by_venue_coordinates,Gillette Stadium,42.0909,-71.2643,70.2,56.6,62.3,62.5,71.4,56.5,62.5,0.043,0.0,0.0,28.4,192.0,7.3,53.0
2018_REG_05_JAX_KC_20181007,WTH_00883,59.4,1.173,8.2,WMO_63|PRECIP,1,2018-10-07 12:00:00,open_meteo_daily_by_venue_coordinates,Arrowhead Stadium,39.0489,-94.4839,71.6,53.0,59.4,59.5,75.8,50.1,59.5,1.173,0.0,0.0,21.9,67.0,4.22,63.0
2018_REG_05_LAR_SEA_20181007,WTH_00884,51.7,0.091,7.0,WMO_51|PRECIP,0,2018-10-07 12:00:00,open_meteo_daily_by_venue_coordinates,Lumen Field,47.5952,-122.3316,56.2,48.7,51.7,48.5,52.8,45.3,48.5,0.091,0.0,0.0,14.5,175.0,4.54,51.0
2018_REG_05_LV_LAC_20181007,WTH_00885,66.1,0.0,10.3,WMO_3,0,2018-10-07 12:00:00,open_meteo_daily_by_venue_coordinates,StubHub Center,33.8644,-118.2611,73.0,61.2,66.1,68.4,75.6,63.2,68.4,0.0,0.0,0.0,19.2,167.0,17.9,3.0
2018_REG_05_MIA_CIN_20181007,WTH_00886,75.8,0.008,7.6,WMO_51|PRECIP,0,2018-10-07 12:00:00,open_meteo_daily_by_venue_coordinates,Paycor Stadium,39.0955,-84.516,84.1,67.6,75.8,81.2,88.5,72.4,81.2,0.008,0.0,0.0,17.4,201.0,14.26,51.0
2018_REG_05_MIN_PHI_20181007,WTH_00887,73.2,0.0,8.7,WMO_3,0,2018-10-07 12:00:00,open_meteo_daily_by_venue_coordinates,Lincoln Financial Field,39.9008,-75.1675,81.3,68.9,73.2,77.6,86.8,72.6,77.6,0.0,0.0,0.0,17.0,212.0,8.56,3.0
2018_REG_05_NYG_CAR_20181007,WTH_00888,74.7,0.02,4.9,WMO_51|PRECIP,0,2018-10-07 12:00:00,open_meteo_daily_by_venue_coordinates,Bank of America Stadium,35.2258,-80.8528,80.8,69.9,74.7,81.9,88.5,76.3,81.9,0.02,0.0,0.0,11.6,80.0,10.53,51.0
2018_REG_05_TEN_BUF_20181007,WTH_00889,65.6,0.594,11.9,WMO_63|PRECIP,1,2018-10-07 12:00:00,open_meteo_daily_by_venue_coordinates,Highmark Stadium,42.7738,-78.7868,72.1,59.5,65.6,67.2,74.7,59.0,67.2,0.594,0.0,0.0,25.9,327.0,6.3,63.0
2018_REG_05_WSH_NO_20181008,WTH_00890,70.0,0.0,0.0,INDOOR,0,2018-10-08 12:00:00,open_meteo_indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_06_ARI_MIN_20181014,WTH_00891,70.0,0.0,0.0,INDOOR,0,2018-10-14 12:00:00,open_meteo_indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_06_BAL_TEN_20181014,WTH_00892,59.8,0.657,9.2,WMO_63|PRECIP,1,2018-10-14 12:00:00,open_meteo_daily_by_venue_coordinates,Nissan Stadium,36.1665,-86.7713,70.5,53.1,59.8,59.1,73.3,50.9,59.1,0.657,0.0,0.0,25.1,146.0,4.6,63.0
2018_REG_06_BUF_HOU_20181014,WTH_00893,70.0,0.0,0.0,INDOOR,0,2018-10-14 12:00:00,open_meteo_indoor_controlled_daily_values,NRG Stadium,29.6847,-95.4107,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_06_CAR_WSH_20181014,WTH_00894,51.5,0.012,7.3,WMO_51|PRECIP,0,2018-10-14 12:00:00,open_meteo_daily_by_venue_coordinates,Northwest Stadium,38.9078,-76.8644,61.0,45.2,51.5,48.3,58.6,40.8,48.3,0.012,0.0,0.0,15.2,301.0,6.85,51.0
2018_REG_06_CHI_MIA_20181014,WTH_00895,80.0,0.098,7.9,WMO_53|PRECIP,0,2018-10-14 12:00:00,open_meteo_daily_by_venue_coordinates,Hard Rock Stadium,25.958,-80.2389,86.2,75.0,80.0,89.0,96.1,83.7,89.0,0.098,0.0,0.0,16.1,100.0,17.36,53.0
2018_REG_06_IND_NYJ_20181014,WTH_00896,51.4,0.0,9.1,WMO_3,0,2018-10-14 12:00:00,open_meteo_daily_by_venue_coordinates,MetLife Stadium,40.8135,-74.0745,58.2,44.2,51.4,47.2,52.9,40.1,47.2,0.0,0.0,0.0,18.3,254.0,11.3,3.0
2018_REG_06_JAX_DAL_20181014,WTH_00897,70.0,0.0,0.0,INDOOR,0,2018-10-14 12:00:00,open_meteo_indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_06_KC_NE_20181014,WTH_00898,47.7,0.0,8.1,WMO_3,0,2018-10-14 12:00:00,open_meteo_daily_by_venue_coordinates,Gillette Stadium,42.0909,-71.2643,57.4,40.5,47.7,42.4,52.0,34.8,42.4,0.0,0.0,0.0,19.2,267.0,14.3,3.0
2018_REG_06_LAC_CLE_20181014,WTH_00899,48.7,0.0,11.2,WMO_3,0,2018-10-14 12:00:00,open_meteo_daily_by_venue_coordinates,Huntington Bank Field,41.5061,-81.6995,58.9,43.3,48.7,42.6,53.7,36.5,42.6,0.0,0.0,0.0,18.3,173.0,14.39,3.0
2018_REG_06_LAR_DEN_20181014,WTH_00900,30.7,0.303,23.6,WMO_73|SNOW|WINDY,1,2018-10-14 12:00:00,open_meteo_daily_by_venue_coordinates,Empower Field at Mile High,39.7439,-105.0201,56.4,22.5,30.7,21.4,50.2,11.3,21.4,0.043,1.819,0.164,45.0,356.0,9.22,73.0
2018_REG_06_PHI_NYG_20181011,WTH_00901,72.3,0.272,18.8,WMO_61|PRECIP,0,2018-10-11 12:00:00,open_meteo_daily_by_venue_coordinates,MetLife Stadium,40.8135,-74.0745,77.3,69.4,72.3,76.4,79.9,73.0,76.4,0.272,0.0,0.0,34.7,197.0,4.27,61.0
2018_REG_06_PIT_CIN_20181014,WTH_00902,49.0,0.106,8.3,WMO_53|PRECIP,0,2018-10-14 12:00:00,open_meteo_daily_by_venue_coordinates,Paycor Stadium,39.0955,-84.516,55.8,45.5,49.0,45.0,53.3,41.6,45.0,0.106,0.0,0.0,20.8,130.0,4.34,53.0
2018_REG_06_SEA_LV_20181014,WTH_00903,55.4,0.681,14.5,WMO_61|PRECIP,1,2018-10-14 12:00:00,open_meteo_daily_by_venue_coordinates,Wembley Stadium,51.556,-0.2796,63.5,50.4,55.4,51.9,62.6,44.2,51.9,0.681,0.0,0.0,29.1,6.0,2.28,61.0
2018_REG_06_SF_GB_20181015,WTH_00904,37.5,0.165,17.9,WMO_61|PRECIP,1,2018-10-15 12:00:00,open_meteo_daily_by_venue_coordinates,Lambeau Field,44.5013,-88.0622,40.8,34.0,37.5,28.5,35.4,24.6,28.5,0.165,0.0,0.0,36.0,289.0,10.96,61.0
2018_REG_06_TB_ATL_20181014,WTH_00905,70.0,0.0,0.0,INDOOR,0,2018-10-14 12:00:00,open_meteo_indoor_controlled_daily_values,Mercedes-Benz Stadium,33.7554,-84.4009,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_07_BUF_IND_20181021,WTH_00906,70.0,0.0,0.0,INDOOR,0,2018-10-21 12:00:00,open_meteo_indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_07_CAR_PHI_20181021,WTH_00907,48.5,0.008,19.3,WMO_51|PRECIP,1,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,Lincoln Financial Field,39.9008,-75.1675,54.9,45.2,48.5,40.3,50.3,35.3,40.3,0.008,0.0,0.0,36.0,308.0,13.28,51.0
2018_REG_07_CIN_KC_20181021,WTH_00908,46.2,0.0,10.7,WMO_0,0,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,Arrowhead Stadium,39.0489,-94.4839,60.0,34.8,46.2,39.5,53.1,27.5,39.5,0.0,0.0,0.0,23.0,156.0,15.69,0.0
2018_REG_07_CLE_TB_20181021,WTH_00909,77.7,0.0,11.8,WMO_3,0,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,Raymond James Stadium,27.9759,-82.5033,81.9,73.9,77.7,82.9,88.7,74.6,82.9,0.0,0.0,0.0,20.8,12.0,17.87,3.0
2018_REG_07_DAL_WSH_20181021,WTH_00910,50.3,0.016,17.5,WMO_51|PRECIP,1,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,Northwest Stadium,38.9078,-76.8644,58.9,44.9,50.3,41.4,57.6,34.3,41.4,0.016,0.0,0.0,41.4,304.0,14.27,51.0
2018_REG_07_DEN_ARI_20181018,WTH_00911,70.0,0.0,0.0,INDOOR,0,2018-10-18 12:00:00,open_meteo_indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_07_DET_MIA_20181021,WTH_00912,78.7,0.012,11.4,WMO_51|PRECIP,0,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,Hard Rock Stadium,25.958,-80.2389,87.5,72.0,78.7,85.2,93.7,78.5,85.2,0.012,0.0,0.0,22.4,358.0,19.61,51.0
2018_REG_07_HOU_JAX_20181021,WTH_00913,69.6,0.02,15.1,WMO_51|PRECIP,0,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,TIAA Bank Stadium,30.3239,-81.6373,80.7,61.5,69.6,68.1,85.8,55.8,68.1,0.02,0.0,0.0,26.8,353.0,17.58,51.0
2018_REG_07_LAR_SF_20181021,WTH_00914,59.3,0.0,8.7,WMO_3,0,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,Levi's Stadium,37.403,-121.97,72.1,51.9,59.3,58.4,70.0,51.2,58.4,0.0,0.0,0.0,17.2,325.0,14.16,3.0
2018_REG_07_MIN_NYJ_20181021,WTH_00915,46.8,0.012,20.5,WMO_51|PRECIP|WINDY,1,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,MetLife Stadium,40.8135,-74.0745,54.8,41.9,46.8,38.1,50.7,30.7,38.1,0.012,0.0,0.0,39.1,317.0,9.96,51.0
2018_REG_07_NE_CHI_20181021,WTH_00916,37.5,0.0,18.6,WMO_0,1,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,Soldier Field,41.8623,-87.6167,47.7,30.0,37.5,27.8,37.4,21.4,27.8,0.0,0.0,0.0,35.1,280.0,14.67,0.0
2018_REG_07_NO_BAL_20181021,WTH_00917,49.8,0.012,22.3,WMO_51|PRECIP|WINDY,1,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,M&T Bank Stadium,39.278,-76.6227,58.1,44.2,49.8,40.2,52.3,32.7,40.2,0.012,0.0,0.0,39.1,308.0,13.18,51.0
2018_REG_07_NYG_ATL_20181022,WTH_00918,70.0,0.0,0.0,INDOOR,0,2018-10-22 12:00:00,open_meteo_indoor_controlled_daily_values,Mercedes-Benz Stadium,33.7554,-84.4009,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_07_TEN_LAC_20181021,WTH_00919,53.3,0.008,13.7,WMO_51|PRECIP,0,2018-10-21 12:00:00,open_meteo_daily_by_venue_coordinates,Wembley Stadium,51.556,-0.2796,61.9,45.3,53.3,50.4,59.6,42.1,50.4,0.008,0.0,0.0,26.4,283.0,9.44,51.0
2018_REG_08_BAL_CAR_20181028,WTH_00920,52.9,0.0,14.7,WMO_1,0,2018-10-28 12:00:00,open_meteo_daily_by_venue_coordinates,Bank of America Stadium,35.2258,-80.8528,63.5,44.1,52.9,47.5,58.1,38.1,47.5,0.0,0.0,0.0,25.9,253.0,16.02,1.0
2018_REG_08_CLE_PIT_20181028,WTH_00921,45.4,0.209,13.1,WMO_53|PRECIP,0,2018-10-28 12:00:00,open_meteo_daily_by_venue_coordinates,Acrisure Stadium,40.4468,-80.0158,51.7,41.6,45.4,40.0,45.6,34.4,40.0,0.209,0.0,0.0,31.8,249.0,5.28,53.0
2018_REG_08_DEN_KC_20181028,WTH_00922,57.4,0.0,12.0,WMO_3,0,2018-10-28 12:00:00,open_meteo_daily_by_venue_coordinates,Arrowhead Stadium,39.0489,-94.4839,61.7,50.2,57.4,51.8,56.2,43.2,51.8,0.0,0.0,0.0,23.9,288.0,14.37,3.0
2018_REG_08_GB_LAR_20181028,WTH_00923,64.7,0.0,10.5,WMO_3,0,2018-10-28 12:00:00,open_meteo_daily_by_venue_coordinates,Los Angeles Memorial Coliseum,34.0141,-118.2879,77.2,56.7,64.7,65.6,77.0,58.2,65.6,0.0,0.0,0.0,20.1,230.0,15.22,3.0
2018_REG_08_IND_LV_20181028,WTH_00924,61.7,0.0,10.1,WMO_3,0,2018-10-28 12:00:00,open_meteo_daily_by_venue_coordinates,Oakland Coliseum,37.7516,-122.2005,67.3,58.7,61.7,62.0,66.8,58.7,62.0,0.0,0.0,0.0,23.5,246.0,12.05,3.0
2018_REG_08_MIA_HOU_20181025,WTH_00925,70.0,0.0,0.0,INDOOR,0,2018-10-25 12:00:00,open_meteo_indoor_controlled_daily_values,NRG Stadium,29.6847,-95.4107,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_08_NE_BUF_20181029,WTH_00926,43.0,0.24,18.0,WMO_53|PRECIP,1,2018-10-29 12:00:00,open_meteo_daily_by_venue_coordinates,Highmark Stadium,42.7738,-78.7868,46.1,40.8,43.0,35.6,38.3,33.2,35.6,0.24,0.0,0.0,37.4,269.0,2.57,53.0
2018_REG_08_NO_MIN_20181028,WTH_00927,70.0,0.0,0.0,INDOOR,0,2018-10-28 12:00:00,open_meteo_indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_08_NYJ_CHI_20181028,WTH_00928,47.1,0.276,26.2,WMO_61|PRECIP|WINDY,1,2018-10-28 12:00:00,open_meteo_daily_by_venue_coordinates,Soldier Field,41.8623,-87.6167,52.2,43.2,47.1,39.4,45.8,35.5,39.4,0.276,0.0,0.0,39.6,254.0,4.94,61.0
2018_REG_08_PHI_JAX_20181028,WTH_00929,42.5,0.004,16.2,WMO_51|PRECIP,0,2018-10-28 12:00:00,open_meteo_daily_by_venue_coordinates,Wembley Stadium,51.556,-0.2796,48.3,37.8,42.5,33.8,39.0,29.1,33.8,0.004,0.0,0.0,33.1,23.0,7.09,51.0
2018_REG_08_SEA_DET_20181028,WTH_00930,70.0,0.0,0.0,INDOOR,0,2018-10-28 12:00:00,open_meteo_indoor_controlled_daily_values,Ford Field,42.34,-83.0456,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_08_SF_ARI_20181028,WTH_00931,70.0,0.0,0.0,INDOOR,0,2018-10-28 12:00:00,open_meteo_indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_08_TB_CIN_20181028,WTH_00932,50.8,0.059,20.9,WMO_53|PRECIP|WINDY,1,2018-10-28 12:00:00,open_meteo_daily_by_venue_coordinates,Paycor Stadium,39.0955,-84.516,63.0,42.5,50.8,44.3,54.0,36.2,44.3,0.059,0.0,0.0,46.8,246.0,9.2,53.0
2018_REG_08_WSH_NYG_20181028,WTH_00933,48.5,0.102,12.2,WMO_55|PRECIP,0,2018-10-28 12:00:00,open_meteo_daily_by_venue_coordinates,MetLife Stadium,40.8135,-74.0745,52.9,44.2,48.5,43.3,47.6,39.2,43.3,0.102,0.0,0.0,28.2,269.0,7.18,55.0
2018_REG_09_ATL_WSH_20181104,WTH_00934,46.7,0.0,6.5,WMO_1,0,2018-11-04 12:00:00,open_meteo_daily_by_venue_coordinates,Northwest Stadium,38.9078,-76.8644,54.6,39.0,46.7,41.5,49.4,33.3,41.5,0.0,0.0,0.0,16.8,42.0,13.36,1.0
2018_REG_09_CHI_BUF_20181104,WTH_00935,43.0,0.0,15.2,WMO_3,0,2018-11-04 12:00:00,open_meteo_daily_by_venue_coordinates,Highmark Stadium,42.7738,-78.7868,52.2,35.3,43.0,36.2,45.1,29.7,36.2,0.0,0.0,0.0,31.8,37.0,10.73,3.0
2018_REG_09_DET_MIN_20181104,WTH_00936,70.0,0.0,0.0,INDOOR,0,2018-11-04 12:00:00,open_meteo_indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_09_GB_NE_20181104,WTH_00937,45.4,0.0,16.1,WMO_3,1,2018-11-04 12:00:00,open_meteo_daily_by_venue_coordinates,Gillette Stadium,42.0909,-71.2643,51.5,40.3,45.4,37.8,45.5,32.3,37.8,0.0,0.0,0.0,35.8,284.0,11.87,3.0
2018_REG_09_HOU_DEN_20181104,WTH_00938,38.1,0.047,7.7,WMO_51|PRECIP,0,2018-11-04 12:00:00,open_meteo_daily_by_venue_coordinates,Empower Field at Mile High,39.7439,-105.0201,52.7,26.9,38.1,31.6,46.9,19.9,31.6,0.047,0.0,0.033,15.9,187.0,6.48,51.0
2018_REG_09_KC_CLE_20181104,WTH_00939,46.6,0.0,14.4,WMO_3,0,2018-11-04 12:00:00,open_meteo_daily_by_venue_coordinates,Huntington Bank Field,41.5061,-81.6995,55.9,39.9,46.6,39.9,47.5,34.3,39.9,0.0,0.0,0.0,24.2,139.0,10.02,3.0
2018_REG_09_LAC_SEA_20181104,WTH_00940,53.7,0.846,25.8,WMO_63|PRECIP|WINDY,1,2018-11-04 12:00:00,open_meteo_daily_by_venue_coordinates,Lumen Field,47.5952,-122.3316,56.0,52.1,53.7,48.7,55.3,42.1,48.7,0.846,0.0,0.0,45.9,182.0,4.02,63.0
2018_REG_09_LAR_NO_20181104,WTH_00941,70.0,0.0,0.0,INDOOR,0,2018-11-04 12:00:00,open_meteo_indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_09_LV_SF_20181101,WTH_00942,67.6,0.0,9.8,WMO_3,0,2018-11-01 12:00:00,open_meteo_daily_by_venue_coordinates,Levi's Stadium,37.403,-121.97,83.6,57.6,67.6,65.3,79.3,56.0,65.3,0.0,0.0,0.0,17.4,306.0,13.18,3.0
2018_REG_09_NYJ_MIA_20181104,WTH_00943,77.2,0.067,11.7,WMO_51|PRECIP,0,2018-11-04 12:00:00,open_meteo_daily_by_venue_coordinates,Hard Rock Stadium,25.958,-80.2389,82.7,73.6,77.2,83.7,89.1,79.5,83.7,0.067,0.0,0.0,24.2,104.0,14.23,51.0
2018_REG_09_PIT_BAL_20181104,WTH_00944,45.4,0.0,6.5,WMO_1,0,2018-11-04 12:00:00,open_meteo_daily_by_venue_coordinates,M&T Bank Stadium,39.278,-76.6227,52.6,38.5,45.4,40.3,47.6,33.6,40.3,0.0,0.0,0.0,14.5,21.0,13.2,1.0
2018_REG_09_TB_CAR_20181104,WTH_00945,50.4,0.0,9.4,WMO_3,0,2018-11-04 12:00:00,open_meteo_daily_by_venue_coordinates,Bank of America Stadium,35.2258,-80.8528,62.8,41.5,50.4,45.4,59.1,34.6,45.4,0.0,0.0,0.0,18.6,71.0,13.31,3.0
2018_REG_09_TEN_DAL_20181105,WTH_00946,70.0,0.0,0.0,INDOOR,0,2018-11-05 12:00:00,open_meteo_indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_10_ARI_KC_20181111,WTH_00947,35.5,0.0,9.0,WMO_3,0,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Arrowhead Stadium,39.0489,-94.4839,45.1,29.7,35.5,28.4,39.3,22.0,28.4,0.0,0.0,0.066,17.2,192.0,10.53,3.0
2018_REG_10_ATL_CLE_20181111,WTH_00948,32.7,0.008,15.7,WMO_71|SNOW,1,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Huntington Bank Field,41.5061,-81.6995,42.2,26.9,32.7,23.3,33.6,18.4,23.3,0.0,0.055,0.131,28.9,217.0,9.71,71.0
2018_REG_10_BUF_NYJ_20181111,WTH_00949,37.7,0.0,10.8,WMO_0,0,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,MetLife Stadium,40.8135,-74.0745,45.7,32.2,37.7,29.2,37.4,24.7,29.2,0.0,0.0,0.0,22.6,285.0,11.64,0.0
2018_REG_10_CAR_PIT_20181108,WTH_00950,39.6,0.0,7.2,WMO_3,0,2018-11-08 12:00:00,open_meteo_daily_by_venue_coordinates,Acrisure Stadium,40.4468,-80.0158,46.0,32.2,39.6,34.0,40.2,26.3,34.0,0.0,0.0,0.0,15.9,311.0,9.58,3.0
2018_REG_10_DAL_PHI_20181111,WTH_00951,36.6,0.0,8.7,WMO_0,0,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Lincoln Financial Field,39.9008,-75.1675,46.4,28.6,36.6,29.3,38.9,21.9,29.3,0.0,0.0,0.0,17.7,275.0,12.09,0.0
2018_REG_10_DET_CHI_20181111,WTH_00952,31.7,0.0,14.6,WMO_3,0,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Soldier Field,41.8623,-87.6167,40.7,26.8,31.7,21.9,31.6,16.1,21.9,0.0,0.0,0.033,23.3,205.0,8.94,3.0
2018_REG_10_JAX_IND_20181111,WTH_00953,70.0,0.0,0.0,INDOOR,0,2018-11-11 12:00:00,open_meteo_indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_10_LAC_LV_20181111,WTH_00954,55.6,0.0,12.0,WMO_2,0,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Oakland Coliseum,37.7516,-122.2005,70.2,44.3,55.6,47.9,60.3,37.5,47.9,0.0,0.0,0.0,26.4,46.0,13.54,2.0
2018_REG_10_MIA_GB_20181111,WTH_00955,27.7,0.055,8.4,WMO_73|SNOW,1,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Lambeau Field,44.5013,-88.0622,34.3,23.6,27.7,20.0,26.9,16.4,20.0,0.0,0.386,0.098,19.2,211.0,7.78,73.0
2018_REG_10_NE_TEN_20181111,WTH_00956,35.7,0.0,5.0,WMO_3,0,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Nissan Stadium,36.1665,-86.7713,50.1,26.9,35.7,29.8,46.1,19.8,29.8,0.0,0.0,0.0,9.4,54.0,10.44,3.0
2018_REG_10_NO_CIN_20181111,WTH_00957,30.8,0.0,6.0,WMO_3,0,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Paycor Stadium,39.0955,-84.516,42.0,24.3,30.8,23.8,35.1,17.7,23.8,0.0,0.0,0.0,15.2,140.0,10.03,3.0
2018_REG_10_NYG_SF_20181112,WTH_00958,58.4,0.0,6.0,WMO_0,0,2018-11-12 12:00:00,open_meteo_daily_by_venue_coordinates,Levi's Stadium,37.403,-121.97,72.2,49.1,58.4,54.3,65.4,46.3,54.3,0.0,0.0,0.0,11.4,331.0,13.5,0.0
2018_REG_10_SEA_LAR_20181111,WTH_00959,59.7,0.0,11.3,WMO_0,0,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Los Angeles Memorial Coliseum,34.0141,-118.2879,76.1,47.5,59.7,54.3,69.4,39.4,54.3,0.0,0.0,0.0,20.8,276.0,15.07,0.0
2018_REG_10_WSH_TB_20181111,WTH_00960,73.8,0.0,13.7,WMO_3,0,2018-11-11 12:00:00,open_meteo_daily_by_venue_coordinates,Raymond James Stadium,27.9759,-82.5033,81.7,67.7,73.8,75.5,85.4,66.6,75.5,0.0,0.0,0.0,23.3,49.0,13.13,3.0
2018_REG_11_CAR_DET_20181118,WTH_00961,70.0,0.0,0.0,INDOOR,0,2018-11-18 12:00:00,open_meteo_indoor_controlled_daily_values,Ford Field,42.34,-83.0456,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_11_CIN_BAL_20181118,WTH_00962,38.7,0.0,8.4,WMO_3,0,2018-11-18 12:00:00,open_meteo_daily_by_venue_coordinates,M&T Bank Stadium,39.278,-76.6227,48.4,31.2,38.7,33.0,41.9,25.2,33.0,0.0,0.0,0.098,17.0,121.0,8.62,3.0
2018_REG_11_DAL_ATL_20181118,WTH_00963,70.0,0.0,0.0,INDOOR,0,2018-11-18 12:00:00,open_meteo_indoor_controlled_daily_values,Mercedes-Benz Stadium,33.7554,-84.4009,70.0,70.0,70.0,70.0,70.0,70.0,70.0,0.0,0.0,0.0,0.0,,,
2018_REG_11_DEN_LAC_20181118,WTH_00964,60.4,0.0,8.2,WMO_3,0,2018-11-18 12:00:00,open_meteo_daily_by_venue_coordinates,StubHub Center,33.8644,-118.2611,71.0,53.2,60.4,60.0,68.5,53.2,60.0,0.0,0.0,0.0,17.0,261.0,12.87,3.0
2018_REG_11_GB_SEA_20181115,WTH_00965,50.6,0.031,10.2,WMO_51|PRECIP,0,2018-11-15 12:00:00,open_meteo_daily_by_venue_coordinates,Lumen Field,47.5952,-122.3316,54.0,48.7,50.6,46.7,50.0,44.8,46.7,0.031,0.0,0.0,19.7,190.0,3.15,51.0
