season,week,Tm,attendance,Total,Home,Away
2016,2,Pittsburgh Steelers,65072.0,1065627,514503.0,551124.0
2016,2,San Diego Chargers,52165.0,998070,456197.0,541873.0
2016,2,San Francisco 49ers,74143.0,1119165,561424.0,557741.0
2016,2,Seattle Seahawks,91046.0,1138809,552588.0,586221.0
2016,2,Tampa Bay Buccaneers,64230.0,1054600,484998.0,569602.0
2016,2,Tennessee Titans,58466.0,1016507,517273.0,499234.0
2016,2,Washington Redskins,80612.0,1206654,626432.0,580222.0
2017,2,Arizona Cardinals,63137.0,1063084,513741.0,549343.0
2017,2,Atlanta Falcons,70826.0,1123058,575681.0,547377.0
2017,2,Baltimore Ravens,70605.0,1088056,564709.0,523347.0
2017,2,Buffalo Bills,74122.0,1040917,534200.0,506717.0
2017,2,Carolina Panthers,74122.0,1133961,588942.0,545019.0
2017,2,Chicago Bears,56640.0,1021219,488137.0,533082.0
2017,2,Cincinnati Bengals,52942.0,978253,425937.0,552316.0
2017,2,Cleveland Browns,70605.0,968007,511060.0,456947.0
2017,2,Dallas Cowboys,76919.0,1309211,741775.0,567436.0
2017,2,Denver Broncos,76919.0,1106590,610846.0,495744.0
2017,2,Detroit Lions,77004.0,1046765,513100.0,533665.0
2017,2,Green Bay Packers,70826.0,1183556,624742.0,558814.0
2017,2,Houston Texans,52942.0,1080447,574197.0,506250.0
2017,2,Indianapolis Colts,63137.0,1022042,507525.0,514517.0
2017,2,Jacksonville Jaguars,61709.0,1049568,514427.0,535141.0
2017,2,Kansas City Chiefs,74971.0,1134166,592851.0,541315.0
2017,2,Los Angeles Chargers,25381.0,783367,202687.0,580680.0
2017,2,Los Angeles Rams,56612.0,1062261,507136.0,555125.0
2017,2,Miami Dolphins,25381.0,1051161,541022.0,510139.0
2017,2,Minnesota Vikings,65971.0,1099905,533769.0,566136.0
2017,2,New England Patriots,73168.0,1099028,527024.0,572004.0
2017,2,New Orleans Saints,73168.0,1146046,585113.0,560933.0
2017,2,New York Giants,77004.0,1183037,617434.0,565603.0
2017,2,New York Jets,54729.0,1143358,620496.0,522862.0
2017,2,Oakland Raiders,54729.0,988483,461137.0,527346.0
2017,2,Philadelphia Eagles,74971.0,1117141,556768.0,560373.0
2017,2,Pittsburgh Steelers,65971.0,1035491,499768.0,535723.0
2017,2,San Francisco 49ers,68729.0,1104010,561155.0,542855.0
2017,2,Seattle Seahawks,68729.0,1129943,551809.0,578134.0
2017,2,Tampa Bay Buccaneers,56640.0,1036961,479618.0,557343.0
2017,2,Tennessee Titans,61709.0,1040119,525214.0,514905.0
2017,2,Washington Redskins,56612.0,1137639,601405.0,536234.0
2018,2,Arizona Cardinals,66515.0,1018127,496111.0,522016.0
2018,2,Atlanta Falcons,72528.0,1119143,583184.0,535959.0
2018,2,Baltimore Ravens,50018.0,1053383,563451.0,489932.0
2018,2,Buffalo Bills,69187.0,1072899,519695.0,553204.0
2018,2,Carolina Panthers,72528.0,1102756,590182.0,512574.0
2018,2,Chicago Bears,57960.0,1045568,490750.0,554818.0
2018,2,Cincinnati Bengals,50018.0,911289,406028.0,505261.0
