season,week,Tm,attendance,Total,Home,Away
2016,17,Atlanta Falcons,70835.0,1116392,559998.0,556394.0
2016,17,Carolina Panthers,62037.0,1159680,590343.0,569337.0
2016,17,Denver Broncos,76836.0,1133943,614193.0,519750.0
2016,17,Kansas City Chiefs,54915.0,1115214,586624.0,528590.0
2016,17,New Orleans Saints,70835.0,1141039,584876.0,556163.0
2016,17,Tampa Bay Buccaneers,62037.0,1054600,484998.0,569602.0
2017,17,Atlanta Falcons,74141.0,1123058,575681.0,547377.0
2017,17,Carolina Panthers,74141.0,1133961,588942.0,545019.0
2017,17,Denver Broncos,75928.0,1106590,610846.0,495744.0
2017,17,Kansas City Chiefs,75928.0,1134166,592851.0,541315.0
2017,17,Los Angeles Chargers,25430.0,783367,202687.0,580680.0
2017,17,New Orleans Saints,55376.0,1146046,585113.0,560933.0
2017,17,Tampa Bay Buccaneers,55376.0,1036961,479618.0,557343.0
2018,17,Atlanta Falcons,52884.0,1119143,583184.0,535959.0
2018,17,Carolina Panthers,73028.0,1102756,590182.0,512574.0
2018,17,Denver Broncos,75947.0,1092324,611571.0,480753.0
2018,17,Kansas City Chiefs,77550.0,1107376,607780.0,499596.0
2018,17,Los Angeles Chargers,75947.0,803556,262145.0,541411.0
2018,17,New Orleans Saints,73028.0,1147700,584411.0,563289.0
2018,17,Tampa Bay Buccaneers,52884.0,999843,434855.0,564988.0
2019,17,Atlanta Falcons,50417.0,1099463,572811.0,526652.0
2019,17,Carolina Panthers,72203.0,1122333,577765.0,544568.0
2019,17,Denver Broncos,76334.0,1104191,607497.0,496694.0
2019,17,Kansas City Chiefs,73680.0,1115771,587723.0,528048.0
2019,17,Los Angeles Chargers,73680.0,760644,254007.0,506637.0
2019,17,New Orleans Saints,72203.0,1117057,584660.0,532397.0
2019,17,Tampa Bay Buccaneers,50417.0,949068,415189.0,533879.0
2020,17,Atlanta Falcons,16009.0,113084,50657.0,62427.0
2020,17,Carolina Panthers,1500.0,55958,34229.0,21729.0
2020,17,Denver Broncos,,47133,21122.0,26011.0
2020,17,Kansas City Chiefs,13240.0,142549,105228.0,37321.0
2020,17,Las Vegas Raiders,,33407,,33407.0
2020,17,Los Angeles Chargers,13240.0,38354,,38354.0
2020,17,New Orleans Saints,1500.0,48429,22476.0,25953.0
2020,17,Tampa Bay Buccaneers,16009.0,123127,101383.0,21744.0
2021,17,Atlanta Falcons,64948.0,1173982,540764.0,633218.0
2021,17,Carolina Panthers,69170.0,1202133,575249.0,626884.0
2021,17,Denver Broncos,70240.0,1243881,686129.0,557752.0
2021,17,Kansas City Chiefs,64505.0,1192945,659044.0,533901.0
2021,17,Las Vegas Raiders,65985.0,1068732,550673.0,518059.0
2021,17,Los Angeles Chargers,70240.0,1153356,632160.0,521196.0
2021,17,New Orleans Saints,69170.0,1117104,519432.0,597672.0
2021,17,Tampa Bay Buccaneers,72243.0,1067169,457325.0,609844.0
2022,17,Atlanta Falcons,69269.0,1167681,626248.0,541433.0
2022,17,Carolina Panthers,69298.0,1201413,642167.0,559246.0
2022,17,Denver Broncos,73571.0,1251020,607845.0,643175.0
2022,17,Kansas City Chiefs,73571.0,1202995,587997.0,614998.0
2022,17,Las Vegas Raiders,62367.0,1125946,496363.0,629583.0
2022,17,Los Angeles Chargers,70240.0,1175977,559644.0,616333.0
2022,17,New Orleans Saints,69796.0,1168868,621249.0,547619.0
2022,17,Tampa Bay Buccaneers,69298.0,1196168,620898.0,575270.0
2023,17,Atlanta Falcons,61752.0,1176416,556828.0,619588.0
2023,17,Carolina Panthers,67233.0,1163926,573086.0,590840.0
2023,17,Denver Broncos,76228.0,1226925,687498.0,539427.0
2023,17,Kansas City Chiefs,73565.0,1205847,638715.0,567132.0
2023,17,Las Vegas Raiders,65538.0,1111041,559713.0,551328.0
2023,17,Los Angeles Chargers,76228.0,1190939,627632.0,563307.0
2023,17,New Orleans Saints,65741.0,1188849,560164.0,628685.0
2023,17,Tampa Bay Buccaneers,65741.0,1140061,510321.0,629740.0
2024,17,Atlanta Falcons,63480.0,1185384,642432.0,542952.0
2024,17,Carolina Panthers,64434.0,1175655,640515.0,535140.0
2024,17,Denver Broncos,66546.0,1142969,515265.0,627704.0
2024,17,Kansas City Chiefs,67311.0,1144982,588837.0,556145.0
2024,17,Las Vegas Raiders,70031.0,1122807,497403.0,625404.0
2024,17,Los Angeles Chargers,64628.0,1170832,559732.0,611100.0
2024,17,New Orleans Saints,70031.0,1227161,630113.0,597048.0
2024,17,Tampa Bay Buccaneers,64434.0,1160353,573195.0,587158.0
2015,18,Atlanta Falcons,,1134671,562845.0,571826.0
2015,18,Carolina Panthers,,1157689,592454.0,565235.0
2015,18,Denver Broncos,,1141878,615381.0,526497.0
2015,18,Kansas City Chiefs,,1130807,602228.0,528579.0
2015,18,New Orleans Saints,,1135027,584305.0,550722.0
2015,18,Tampa Bay Buccaneers,,1041376,492460.0,548916.0
2016,18,Atlanta Falcons,,1116392,559998.0,556394.0
2016,18,Carolina Panthers,,1159680,590343.0,569337.0
2016,18,Denver Broncos,,1133943,614193.0,519750.0
2016,18,Kansas City Chiefs,,1115214,586624.0,528590.0
2016,18,New Orleans Saints,,1141039,584876.0,556163.0
2016,18,Tampa Bay Buccaneers,,1054600,484998.0,569602.0
2017,18,Atlanta Falcons,,1123058,575681.0,547377.0
2017,18,Carolina Panthers,,1133961,588942.0,545019.0
2017,18,Denver Broncos,,1106590,610846.0,495744.0
2017,18,Kansas City Chiefs,,1134166,592851.0,541315.0
2017,18,Los Angeles Chargers,,783367,202687.0,580680.0
2017,18,New Orleans Saints,,1146046,585113.0,560933.0
2017,18,Tampa Bay Buccaneers,,1036961,479618.0,557343.0
2018,18,Atlanta Falcons,,1119143,583184.0,535959.0
2018,18,Carolina Panthers,,1102756,590182.0,512574.0
2018,18,Denver Broncos,,1092324,611571.0,480753.0
2018,18,Kansas City Chiefs,,1107376,607780.0,499596.0
2018,18,Los Angeles Chargers,,803556,262145.0,541411.0
2018,18,New Orleans Saints,,1147700,584411.0,563289.0
2018,18,Tampa Bay Buccaneers,,999843,434855.0,564988.0
2019,18,Atlanta Falcons,,1099463,572811.0,526652.0
2019,18,Carolina Panthers,,1122333,577765.0,544568.0
2019,18,Denver Broncos,,1104191,607497.0,496694.0
2019,18,Kansas City Chiefs,,1115771,587723.0,528048.0
2019,18,Los Angeles Chargers,,760644,254007.0,506637.0
2019,18,New Orleans Saints,,1117057,584660.0,532397.0
2019,18,Tampa Bay Buccaneers,,949068,415189.0,533879.0
2020,18,Atlanta Falcons,,113084,50657.0,62427.0
2020,18,Carolina Panthers,,55958,34229.0,21729.0
2020,18,Denver Broncos,,47133,21122.0,26011.0
2020,18,Kansas City Chiefs,,142549,105228.0,37321.0
2020,18,Las Vegas Raiders,,33407,,33407.0
2020,18,Los Angeles Chargers,,38354,,38354.0
2020,18,New Orleans Saints,,48429,22476.0,25953.0
2020,18,Tampa Bay Buccaneers,,123127,101383.0,21744.0
2021,18,Atlanta Falcons,68336.0,1173982,540764.0,633218.0
2021,18,Carolina Panthers,65473.0,1202133,575249.0,626884.0
2021,18,Denver Broncos,76012.0,1243881,686129.0,557752.0
2021,18,Kansas City Chiefs,76012.0,1192945,659044.0,533901.0
2021,18,Las Vegas Raiders,62068.0,1068732,550673.0,518059.0
2021,18,Los Angeles Chargers,62068.0,1153356,632160.0,521196.0
2021,18,New Orleans Saints,68336.0,1117104,519432.0,597672.0
2021,18,Tampa Bay Buccaneers,65473.0,1067169,457325.0,609844.0
2022,18,Atlanta Falcons,69276.0,1167681,626248.0,541433.0
2022,18,Carolina Panthers,70118.0,1201413,642167.0,559246.0
2022,18,Denver Broncos,74035.0,1251020,607845.0,643175.0
2022,18,Kansas City Chiefs,62136.0,1202995,587997.0,614998.0
2022,18,Las Vegas Raiders,62136.0,1125946,496363.0,629583.0
2022,18,Los Angeles Chargers,74035.0,1175977,559644.0,616333.0
2022,18,New Orleans Saints,70118.0,1168868,621249.0,547619.0
2022,18,Tampa Bay Buccaneers,69276.0,1196168,620898.0,575270.0
2023,18,Atlanta Falcons,70072.0,1176416,556828.0,619588.0
2023,18,Carolina Panthers,69010.0,1163926,573086.0,590840.0
2023,18,Denver Broncos,61429.0,1226925,687498.0,539427.0
2023,18,Kansas City Chiefs,68274.0,1205847,638715.0,567132.0
2023,18,Las Vegas Raiders,61429.0,1111041,559713.0,551328.0
2023,18,Los Angeles Chargers,68274.0,1190939,627632.0,563307.0
2023,18,New Orleans Saints,70072.0,1188849,560164.0,628685.0
2023,18,Tampa Bay Buccaneers,69010.0,1140061,510321.0,629740.0
2024,18,Atlanta Falcons,69581.0,1185384,642432.0,542952.0
2024,18,Carolina Panthers,69581.0,1175655,640515.0,535140.0
2024,18,Denver Broncos,,1142969,515265.0,627704.0
2024,18,Kansas City Chiefs,,1144982,588837.0,556145.0
2024,18,Las Vegas Raiders,61352.0,1122807,497403.0,625404.0
2024,18,Los Angeles Chargers,61352.0,1170832,559732.0,611100.0
2024,18,New Orleans Saints,63001.0,1227161,630113.0,597048.0
2024,18,Tampa Bay Buccaneers,63001.0,1160353,573195.0,587158.0
