season,week,Tm,attendance,Total,Home,Away
2019,11,Kansas City Chiefs,76252.0,1115771,587723.0,528048.0
2019,11,Los Angeles Chargers,76252.0,760644,254007.0,506637.0
2019,11,New Orleans Saints,54333.0,1117057,584660.0,532397.0
2019,11,Tampa Bay Buccaneers,54333.0,949068,415189.0,533879.0
2020,11,Atlanta Falcons,6000.0,113084,50657.0,62427.0
2020,11,Carolina Panthers,5546.0,55958,34229.0,21729.0
2020,11,Denver Broncos,5351.0,47133,21122.0,26011.0
2020,11,Kansas City Chiefs,,142549,105228.0,37321.0
2020,11,Las Vegas Raiders,,33407,,33407.0
2020,11,Los Angeles Chargers,,38354,,38354.0
2020,11,New Orleans Saints,6000.0,48429,22476.0,25953.0
2020,11,Tampa Bay Buccaneers,15730.0,123127,101383.0,21744.0
2021,11,Atlanta Falcons,68286.0,1173982,540764.0,633218.0
2021,11,Carolina Panthers,73350.0,1202133,575249.0,626884.0
2021,11,Denver Broncos,,1243881,686129.0,557752.0
2021,11,Kansas City Chiefs,73494.0,1192945,659044.0,533901.0
2021,11,Las Vegas Raiders,61712.0,1068732,550673.0,518059.0
2021,11,Los Angeles Chargers,70240.0,1153356,632160.0,521196.0
2021,11,New Orleans Saints,69796.0,1117104,519432.0,597672.0
2021,11,Tampa Bay Buccaneers,65643.0,1067169,457325.0,609844.0
2022,11,Atlanta Falcons,69757.0,1167681,626248.0,541433.0
2022,11,Carolina Panthers,70677.0,1201413,642167.0,559246.0
2022,11,Denver Broncos,76056.0,1251020,607845.0,643175.0
2022,11,Kansas City Chiefs,70240.0,1202995,587997.0,614998.0
2022,11,Las Vegas Raiders,76056.0,1125946,496363.0,629583.0
2022,11,Los Angeles Chargers,70240.0,1175977,559644.0,616333.0
2022,11,New Orleans Saints,70025.0,1168868,621249.0,547619.0
2022,11,Tampa Bay Buccaneers,,1196168,620898.0,575270.0
2023,11,Atlanta Falcons,,1176416,556828.0,619588.0
2023,11,Carolina Panthers,73543.0,1163926,573086.0,590840.0
2023,11,Denver Broncos,76848.0,1226925,687498.0,539427.0
2023,11,Kansas City Chiefs,73754.0,1205847,638715.0,567132.0
2023,11,Las Vegas Raiders,66026.0,1111041,559713.0,551328.0
2023,11,Los Angeles Chargers,77432.0,1190939,627632.0,563307.0
2023,11,New Orleans Saints,,1188849,560164.0,628685.0
2023,11,Tampa Bay Buccaneers,71607.0,1140061,510321.0,629740.0
2024,11,Atlanta Falcons,76545.0,1185384,642432.0,542952.0
2024,11,Carolina Panthers,,1175655,640515.0,535140.0
2024,11,Denver Broncos,76545.0,1142969,515265.0,627704.0
2024,11,Kansas City Chiefs,71112.0,1144982,588837.0,556145.0
2024,11,Las Vegas Raiders,65440.0,1122807,497403.0,625404.0
2024,11,Los Angeles Chargers,70240.0,1170832,559732.0,611100.0
2024,11,New Orleans Saints,70006.0,1227161,630113.0,597048.0
2024,11,Tampa Bay Buccaneers,,1160353,573195.0,587158.0
2015,12,Atlanta Falcons,70610.0,1134671,562845.0,571826.0
2015,12,Carolina Panthers,90909.0,1157689,592454.0,565235.0
2015,12,Denver Broncos,76970.0,1141878,615381.0,526497.0
2015,12,Kansas City Chiefs,72493.0,1130807,602228.0,528579.0
2015,12,New Orleans Saints,71778.0,1135027,584305.0,550722.0
2015,12,Tampa Bay Buccaneers,65696.0,1041376,492460.0,548916.0
2016,12,Atlanta Falcons,69233.0,1116392,559998.0,556394.0
2016,12,Carolina Panthers,54909.0,1159680,590343.0,569337.0
2016,12,Denver Broncos,76819.0,1133943,614193.0,519750.0
2016,12,Kansas City Chiefs,76819.0,1115214,586624.0,528590.0
2016,12,New Orleans Saints,73067.0,1141039,584876.0,556163.0
2016,12,Tampa Bay Buccaneers,63674.0,1054600,484998.0,569602.0
2017,12,Atlanta Falcons,71036.0,1123058,575681.0,547377.0
2017,12,Carolina Panthers,77562.0,1133961,588942.0,545019.0
2017,12,Denver Broncos,53930.0,1106590,610846.0,495744.0
2017,12,Kansas City Chiefs,74929.0,1134166,592851.0,541315.0
2017,12,Los Angeles Chargers,93012.0,783367,202687.0,580680.0
2017,12,New Orleans Saints,62006.0,1146046,585113.0,560933.0
2017,12,Tampa Bay Buccaneers,71036.0,1036961,479618.0,557343.0
2018,12,Atlanta Falcons,73017.0,1119143,583184.0,535959.0
2018,12,Carolina Panthers,74002.0,1102756,590182.0,512574.0
2018,12,Denver Broncos,76536.0,1092324,611571.0,480753.0
2018,12,Kansas City Chiefs,,1107376,607780.0,499596.0
2018,12,Los Angeles Chargers,25343.0,803556,262145.0,541411.0
2018,12,New Orleans Saints,73017.0,1147700,584411.0,563289.0
2018,12,Tampa Bay Buccaneers,50436.0,999843,434855.0,564988.0
2019,12,Atlanta Falcons,71463.0,1099463,572811.0,526652.0
2019,12,Carolina Panthers,73068.0,1122333,577765.0,544568.0
2019,12,Denver Broncos,67338.0,1104191,607497.0,496694.0
2019,12,Kansas City Chiefs,,1115771,587723.0,528048.0
2019,12,Los Angeles Chargers,,760644,254007.0,506637.0
2019,12,New Orleans Saints,73068.0,1117057,584660.0,532397.0
2019,12,Tampa Bay Buccaneers,71463.0,949068,415189.0,533879.0
2020,12,Atlanta Falcons,9124.0,113084,50657.0,62427.0
2020,12,Carolina Panthers,,55958,34229.0,21729.0
2020,12,Denver Broncos,,47133,21122.0,26011.0
2020,12,Kansas City Chiefs,15950.0,142549,105228.0,37321.0
2020,12,Las Vegas Raiders,9124.0,33407,,33407.0
2020,12,Los Angeles Chargers,,38354,,38354.0
2020,12,New Orleans Saints,,48429,22476.0,25953.0
2020,12,Tampa Bay Buccaneers,15950.0,123127,101383.0,21744.0
2021,12,Atlanta Falcons,60031.0,1173982,540764.0,633218.0
2021,12,Carolina Panthers,62389.0,1202133,575249.0,626884.0
2021,12,Denver Broncos,75807.0,1243881,686129.0,557752.0
2021,12,Kansas City Chiefs,,1192945,659044.0,533901.0
2021,12,Las Vegas Raiders,93483.0,1068732,550673.0,518059.0
2021,12,Los Angeles Chargers,75807.0,1153356,632160.0,521196.0
2021,12,New Orleans Saints,69170.0,1117104,519432.0,597672.0
2021,12,Tampa Bay Buccaneers,66140.0,1067169,457325.0,609844.0
2022,12,Atlanta Falcons,53864.0,1167681,626248.0,541433.0
2022,12,Carolina Panthers,70644.0,1201413,642167.0,559246.0
2022,12,Denver Broncos,70644.0,1251020,607845.0,643175.0
2022,12,Kansas City Chiefs,73557.0,1202995,587997.0,614998.0
2022,12,Las Vegas Raiders,68849.0,1125946,496363.0,629583.0
2022,12,Los Angeles Chargers,63628.0,1175977,559644.0,616333.0
2022,12,New Orleans Saints,71275.0,1168868,621249.0,547619.0
2022,12,Tampa Bay Buccaneers,67431.0,1196168,620898.0,575270.0
2023,12,Atlanta Falcons,70166.0,1176416,556828.0,619588.0
2023,12,Carolina Panthers,62493.0,1163926,573086.0,590840.0
2023,12,Denver Broncos,76261.0,1226925,687498.0,539427.0
2023,12,Kansas City Chiefs,62441.0,1205847,638715.0,567132.0
2023,12,Las Vegas Raiders,62441.0,1111041,559713.0,551328.0
2023,12,Los Angeles Chargers,70240.0,1190939,627632.0,563307.0
2023,12,New Orleans Saints,70166.0,1188849,560164.0,628685.0
2023,12,Tampa Bay Buccaneers,64407.0,1140061,510321.0,629740.0
2024,12,Atlanta Falcons,,1185384,642432.0,542952.0
2024,12,Carolina Panthers,73216.0,1175655,640515.0,535140.0
2024,12,Denver Broncos,62460.0,1142969,515265.0,627704.0
2024,12,Kansas City Chiefs,73216.0,1144982,588837.0,556145.0
2024,12,Las Vegas Raiders,62460.0,1122807,497403.0,625404.0
2024,12,Los Angeles Chargers,70240.0,1170832,559732.0,611100.0
2024,12,New Orleans Saints,,1227161,630113.0,597048.0
2024,12,Tampa Bay Buccaneers,77554.0,1160353,573195.0,587158.0
2015,13,Atlanta Falcons,58221.0,1134671,562845.0,571826.0
2015,13,Carolina Panthers,73097.0,1157689,592454.0,565235.0
2015,13,Denver Broncos,68631.0,1141878,615381.0,526497.0
2015,13,Kansas City Chiefs,55010.0,1130807,602228.0,528579.0
2015,13,New Orleans Saints,73097.0,1135027,584305.0,550722.0
2015,13,Tampa Bay Buccaneers,58221.0,1041376,492460.0,548916.0
2016,13,Atlanta Falcons,69879.0,1116392,559998.0,556394.0
2016,13,Carolina Panthers,69104.0,1159680,590343.0,569337.0
2016,13,Denver Broncos,63075.0,1133943,614193.0,519750.0
2016,13,Kansas City Chiefs,69879.0,1115214,586624.0,528590.0
2016,13,New Orleans Saints,73137.0,1141039,584876.0,556163.0
2016,13,Tampa Bay Buccaneers,53832.0,1054600,484998.0,569602.0
2017,13,Atlanta Falcons,71185.0,1123058,575681.0,547377.0
2017,13,Carolina Panthers,73171.0,1133961,588942.0,545019.0
2017,13,Denver Broncos,65092.0,1106590,610846.0,495744.0
2017,13,Kansas City Chiefs,77562.0,1134166,592851.0,541315.0
2017,13,Los Angeles Chargers,25320.0,783367,202687.0,580680.0
2017,13,New Orleans Saints,73171.0,1146046,585113.0,560933.0
2017,13,Tampa Bay Buccaneers,77684.0,1036961,479618.0,557343.0
2018,13,Atlanta Falcons,72262.0,1119143,583184.0,535959.0
2018,13,Carolina Panthers,52568.0,1102756,590182.0,512574.0
2018,13,Denver Broncos,44392.0,1092324,611571.0,480753.0
2018,13,Kansas City Chiefs,54255.0,1107376,607780.0,499596.0
2018,13,Los Angeles Chargers,61069.0,803556,262145.0,541411.0
2018,13,New Orleans Saints,93004.0,1147700,584411.0,563289.0
2018,13,Tampa Bay Buccaneers,52568.0,999843,434855.0,564988.0
2019,13,Atlanta Falcons,71993.0,1099463,572811.0,526652.0
2019,13,Carolina Panthers,71504.0,1122333,577765.0,544568.0
2019,13,Denver Broncos,74638.0,1104191,607497.0,496694.0
2019,13,Kansas City Chiefs,73548.0,1115771,587723.0,528048.0
2019,13,Los Angeles Chargers,74638.0,760644,254007.0,506637.0
2019,13,New Orleans Saints,71993.0,1117057,584660.0,532397.0
2019,13,Tampa Bay Buccaneers,62633.0,949068,415189.0,533879.0
2020,13,Atlanta Falcons,8713.0,113084,50657.0,62427.0
2020,13,Carolina Panthers,,55958,34229.0,21729.0
2020,13,Denver Broncos,12578.0,47133,21122.0,26011.0
2020,13,Kansas City Chiefs,12578.0,142549,105228.0,37321.0
2020,13,Las Vegas Raiders,,33407,,33407.0
2020,13,Los Angeles Chargers,,38354,,38354.0
2020,13,New Orleans Saints,8713.0,48429,22476.0,25953.0
2020,13,Tampa Bay Buccaneers,,123127,101383.0,21744.0
2021,13,Atlanta Falcons,69366.0,1173982,540764.0,633218.0
2021,13,Carolina Panthers,,1202133,575249.0,626884.0
2021,13,Denver Broncos,73185.0,1243881,686129.0,557752.0
2021,13,Kansas City Chiefs,73185.0,1192945,659044.0,533901.0
2021,13,Las Vegas Raiders,61607.0,1068732,550673.0,518059.0
2021,13,Los Angeles Chargers,51414.0,1153356,632160.0,521196.0
2021,13,New Orleans Saints,69170.0,1117104,519432.0,597672.0
2021,13,Tampa Bay Buccaneers,69366.0,1067169,457325.0,609844.0
2022,13,Atlanta Falcons,70325.0,1167681,626248.0,541433.0
2022,13,Carolina Panthers,,1201413,642167.0,559246.0
2022,13,Denver Broncos,70443.0,1251020,607845.0,643175.0
2022,13,Kansas City Chiefs,66243.0,1202995,587997.0,614998.0
2022,13,Las Vegas Raiders,62123.0,1125946,496363.0,629583.0
2022,13,Los Angeles Chargers,62123.0,1175977,559644.0,616333.0
2022,13,New Orleans Saints,68709.0,1168868,621249.0,547619.0
2022,13,Tampa Bay Buccaneers,68709.0,1196168,620898.0,575270.0
2023,13,Atlanta Falcons,74455.0,1176416,556828.0,619588.0
2023,13,Carolina Panthers,62432.0,1163926,573086.0,590840.0
2023,13,Denver Broncos,71670.0,1226925,687498.0,539427.0
2023,13,Kansas City Chiefs,78124.0,1205847,638715.0,567132.0
2023,13,Las Vegas Raiders,,1111041,559713.0,551328.0
2023,13,Los Angeles Chargers,64628.0,1190939,627632.0,563307.0
2023,13,New Orleans Saints,70003.0,1188849,560164.0,628685.0
2023,13,Tampa Bay Buccaneers,62432.0,1140061,510321.0,629740.0
2024,13,Atlanta Falcons,72139.0,1185384,642432.0,542952.0
2024,13,Carolina Panthers,69214.0,1175655,640515.0,535140.0
2024,13,Denver Broncos,68306.0,1142969,515265.0,627704.0
2024,13,Kansas City Chiefs,73627.0,1144982,588837.0,556145.0
2024,13,Las Vegas Raiders,73627.0,1122807,497403.0,625404.0
2024,13,Los Angeles Chargers,72139.0,1170832,559732.0,611100.0
2024,13,New Orleans Saints,70006.0,1227161,630113.0,597048.0
2024,13,Tampa Bay Buccaneers,69214.0,1160353,573195.0,587158.0
2015,14,Atlanta Falcons,74420.0,1134671,562845.0,571826.0
2015,14,Carolina Panthers,74420.0,1157689,592454.0,565235.0
2015,14,Denver Broncos,76824.0,1141878,615381.0,526497.0
2015,14,Kansas City Chiefs,72314.0,1130807,602228.0,528579.0
2015,14,New Orleans Saints,62138.0,1135027,584305.0,550722.0
2015,14,Tampa Bay Buccaneers,62138.0,1041376,492460.0,548916.0
2016,14,Atlanta Falcons,82495.0,1116392,559998.0,556394.0
2016,14,Carolina Panthers,73856.0,1159680,590343.0,569337.0
2016,14,Denver Broncos,68780.0,1133943,614193.0,519750.0
2016,14,Kansas City Chiefs,75191.0,1115214,586624.0,528590.0
2016,14,New Orleans Saints,62140.0,1141039,584876.0,556163.0
2016,14,Tampa Bay Buccaneers,62140.0,1054600,484998.0,569602.0
2017,14,Atlanta Falcons,72866.0,1123058,575681.0,547377.0
2017,14,Carolina Panthers,73728.0,1133961,588942.0,545019.0
2017,14,Denver Broncos,75518.0,1106590,610846.0,495744.0
2017,14,Kansas City Chiefs,74461.0,1134166,592851.0,541315.0
2017,14,Los Angeles Chargers,25393.0,783367,202687.0,580680.0
2017,14,New Orleans Saints,72866.0,1146046,585113.0,560933.0
2017,14,Tampa Bay Buccaneers,60372.0,1036961,479618.0,557343.0
2018,14,Atlanta Falcons,77329.0,1119143,583184.0,535959.0
2018,14,Carolina Panthers,59392.0,1102756,590182.0,512574.0
2018,14,Denver Broncos,69449.0,1092324,611571.0,480753.0
2018,14,Kansas City Chiefs,74336.0,1107376,607780.0,499596.0
2018,14,Los Angeles Chargers,25358.0,803556,262145.0,541411.0
2018,14,New Orleans Saints,53495.0,1147700,584411.0,563289.0
2018,14,Tampa Bay Buccaneers,53495.0,999843,434855.0,564988.0
2019,14,Atlanta Falcons,70592.0,1099463,572811.0,526652.0
2019,14,Carolina Panthers,70592.0,1122333,577765.0,544568.0
2019,14,Denver Broncos,71769.0,1104191,607497.0,496694.0
2019,14,Kansas City Chiefs,65878.0,1115771,587723.0,528048.0
2019,14,Los Angeles Chargers,57866.0,760644,254007.0,506637.0
2019,14,New Orleans Saints,73038.0,1117057,584660.0,532397.0
2019,14,Tampa Bay Buccaneers,50232.0,949068,415189.0,533879.0
2020,14,Atlanta Falcons,,113084,50657.0,62427.0
2020,14,Carolina Panthers,5768.0,55958,34229.0,21729.0
2020,14,Denver Broncos,5768.0,47133,21122.0,26011.0
2020,14,Kansas City Chiefs,13057.0,142549,105228.0,37321.0
2020,14,Las Vegas Raiders,,33407,,33407.0
2020,14,Los Angeles Chargers,,38354,,38354.0
2020,14,New Orleans Saints,,48429,22476.0,25953.0
2020,14,Tampa Bay Buccaneers,16031.0,123127,101383.0,21744.0
2021,14,Atlanta Falcons,72243.0,1173982,540764.0,633218.0
2021,14,Carolina Panthers,72243.0,1202133,575249.0,626884.0
2021,14,Denver Broncos,76211.0,1243881,686129.0,557752.0
2021,14,Kansas City Chiefs,73278.0,1192945,659044.0,533901.0
2021,14,Las Vegas Raiders,73278.0,1068732,550673.0,518059.0
2021,14,Los Angeles Chargers,70240.0,1153356,632160.0,521196.0
2021,14,New Orleans Saints,69129.0,1117104,519432.0,597672.0
2021,14,Tampa Bay Buccaneers,,1067169,457325.0,609844.0
2022,14,Atlanta Falcons,,1167681,626248.0,541433.0
2022,14,Carolina Panthers,68672.0,1201413,642167.0,559246.0
2022,14,Denver Broncos,76072.0,1251020,607845.0,643175.0
2022,14,Kansas City Chiefs,76072.0,1202995,587997.0,614998.0
2022,14,Las Vegas Raiders,74738.0,1125946,496363.0,629583.0
2022,14,Los Angeles Chargers,70240.0,1175977,559644.0,616333.0
2022,14,New Orleans Saints,,1168868,621249.0,547619.0
2022,14,Tampa Bay Buccaneers,71725.0,1196168,620898.0,575270.0
2023,14,Atlanta Falcons,69496.0,1176416,556828.0,619588.0
2023,14,Carolina Panthers,70009.0,1163926,573086.0,590840.0
2023,14,Denver Broncos,70240.0,1226925,687498.0,539427.0
2023,14,Kansas City Chiefs,73639.0,1205847,638715.0,567132.0
2023,14,Las Vegas Raiders,62626.0,1111041,559713.0,551328.0
2023,14,Los Angeles Chargers,70240.0,1190939,627632.0,563307.0
2023,14,New Orleans Saints,70009.0,1188849,560164.0,628685.0
2023,14,Tampa Bay Buccaneers,69496.0,1140061,510321.0,629740.0
2024,14,Atlanta Falcons,67008.0,1185384,642432.0,542952.0
2024,14,Carolina Panthers,69879.0,1175655,640515.0,535140.0
2024,14,Denver Broncos,,1142969,515265.0,627704.0
2024,14,Kansas City Chiefs,73571.0,1144982,588837.0,556145.0
2024,14,Las Vegas Raiders,63250.0,1122807,497403.0,625404.0
2024,14,Los Angeles Chargers,73571.0,1170832,559732.0,611100.0
2024,14,New Orleans Saints,76143.0,1227161,630113.0,597048.0
2024,14,Tampa Bay Buccaneers,63250.0,1160353,573195.0,587158.0
2015,15,Atlanta Falcons,64016.0,1134671,562845.0,571826.0
2015,15,Carolina Panthers,79436.0,1157689,592454.0,565235.0
2015,15,Denver Broncos,67234.0,1141878,615381.0,526497.0
2015,15,Kansas City Chiefs,70791.0,1130807,602228.0,528579.0
2015,15,New Orleans Saints,73017.0,1135027,584305.0,550722.0
2015,15,Tampa Bay Buccaneers,51295.0,1041376,492460.0,548916.0
2016,15,Atlanta Falcons,70164.0,1116392,559998.0,556394.0
2016,15,Carolina Panthers,76689.0,1159680,590343.0,569337.0
2016,15,Denver Broncos,76893.0,1133943,614193.0,519750.0
2016,15,Kansas City Chiefs,68084.0,1115214,586624.0,528590.0
2016,15,New Orleans Saints,65072.0,1141039,584876.0,556163.0
2016,15,Tampa Bay Buccaneers,93101.0,1054600,484998.0,569602.0
2017,15,Atlanta Falcons,62382.0,1123058,575681.0,547377.0
2017,15,Carolina Panthers,74447.0,1133961,588942.0,545019.0
2017,15,Denver Broncos,63411.0,1106590,610846.0,495744.0
2017,15,Kansas City Chiefs,75011.0,1134166,592851.0,541315.0
2017,15,Los Angeles Chargers,75011.0,783367,202687.0,580680.0
2017,15,New Orleans Saints,73018.0,1146046,585113.0,560933.0
2017,15,Tampa Bay Buccaneers,62382.0,1036961,479618.0,557343.0
2018,15,Atlanta Falcons,72084.0,1119143,583184.0,535959.0
2018,15,Carolina Panthers,74188.0,1102756,590182.0,512574.0
2018,15,Denver Broncos,76596.0,1092324,611571.0,480753.0
2018,15,Kansas City Chiefs,75091.0,1107376,607780.0,499596.0
2018,15,Los Angeles Chargers,75091.0,803556,262145.0,541411.0
2018,15,New Orleans Saints,74188.0,1147700,584411.0,563289.0
2018,15,Tampa Bay Buccaneers,70031.0,999843,434855.0,564988.0
2019,15,Atlanta Falcons,70910.0,1099463,572811.0,526652.0
2019,15,Carolina Panthers,72544.0,1122333,577765.0,544568.0
2019,15,Denver Broncos,73257.0,1104191,607497.0,496694.0
2019,15,Kansas City Chiefs,73257.0,1115771,587723.0,528048.0
2019,15,Los Angeles Chargers,25446.0,760644,254007.0,506637.0
2019,15,New Orleans Saints,73053.0,1117057,584660.0,532397.0
2019,15,Tampa Bay Buccaneers,56515.0,949068,415189.0,533879.0
2020,15,Atlanta Falcons,10703.0,113084,50657.0,62427.0
2020,15,Carolina Panthers,,55958,34229.0,21729.0
2020,15,Denver Broncos,,47133,21122.0,26011.0
2020,15,Kansas City Chiefs,3000.0,142549,105228.0,37321.0
2020,15,Las Vegas Raiders,,33407,,33407.0
2020,15,Los Angeles Chargers,,38354,,38354.0
2020,15,New Orleans Saints,3000.0,48429,22476.0,25953.0
2020,15,Tampa Bay Buccaneers,10703.0,123127,101383.0,21744.0
2021,15,Atlanta Falcons,71650.0,1173982,540764.0,633218.0
2021,15,Carolina Panthers,65398.0,1202133,575249.0,626884.0
2021,15,Denver Broncos,76134.0,1243881,686129.0,557752.0
2021,15,Kansas City Chiefs,70240.0,1192945,659044.0,533901.0
2021,15,Las Vegas Raiders,,1068732,550673.0,518059.0
2021,15,Los Angeles Chargers,70240.0,1153356,632160.0,521196.0
2021,15,New Orleans Saints,65744.0,1117104,519432.0,597672.0
2021,15,Tampa Bay Buccaneers,65744.0,1067169,457325.0,609844.0
2022,15,Atlanta Falcons,70041.0,1167681,626248.0,541433.0
2022,15,Carolina Panthers,73548.0,1201413,642167.0,559246.0
2022,15,Denver Broncos,75179.0,1251020,607845.0,643175.0
2022,15,Kansas City Chiefs,70541.0,1202995,587997.0,614998.0
2022,15,Las Vegas Raiders,62273.0,1125946,496363.0,629583.0
2022,15,Los Angeles Chargers,70240.0,1175977,559644.0,616333.0
2022,15,New Orleans Saints,70041.0,1168868,621249.0,547619.0
2022,15,Tampa Bay Buccaneers,69305.0,1196168,620898.0,575270.0
2023,15,Atlanta Falcons,70301.0,1176416,556828.0,619588.0
2023,15,Carolina Panthers,70301.0,1163926,573086.0,590840.0
2023,15,Denver Broncos,64500.0,1226925,687498.0,539427.0
2023,15,Kansas City Chiefs,64628.0,1205847,638715.0,567132.0
2023,15,Las Vegas Raiders,61654.0,1111041,559713.0,551328.0
2023,15,Los Angeles Chargers,61654.0,1190939,627632.0,563307.0
2023,15,New Orleans Saints,70038.0,1188849,560164.0,628685.0
2023,15,Tampa Bay Buccaneers,77275.0,1140061,510321.0,629740.0
2024,15,Atlanta Falcons,62364.0,1185384,642432.0,542952.0
2024,15,Carolina Panthers,70570.0,1175655,640515.0,535140.0
2024,15,Denver Broncos,76496.0,1142969,515265.0,627704.0
2024,15,Kansas City Chiefs,67983.0,1144982,588837.0,556145.0
2024,15,Las Vegas Raiders,62364.0,1122807,497403.0,625404.0
2024,15,Los Angeles Chargers,69496.0,1170832,559732.0,611100.0
2024,15,New Orleans Saints,70003.0,1227161,630113.0,597048.0
2024,15,Tampa Bay Buccaneers,69496.0,1160353,573195.0,587158.0
2015,16,Atlanta Falcons,70981.0,1134671,562845.0,571826.0
2015,16,Carolina Panthers,70981.0,1157689,592454.0,565235.0
2015,16,Denver Broncos,76868.0,1141878,615381.0,526497.0
2015,16,Kansas City Chiefs,69115.0,1130807,602228.0,528579.0
2015,16,New Orleans Saints,73064.0,1135027,584305.0,550722.0
2015,16,Tampa Bay Buccaneers,63734.0,1041376,492460.0,548916.0
2016,16,Atlanta Falcons,73549.0,1116392,559998.0,556394.0
2016,16,Carolina Panthers,73549.0,1159680,590343.0,569337.0
2016,16,Denver Broncos,76671.0,1133943,614193.0,519750.0
2016,16,Kansas City Chiefs,76671.0,1115214,586624.0,528590.0
2016,16,New Orleans Saints,73177.0,1141039,584876.0,556163.0
2016,16,Tampa Bay Buccaneers,73177.0,1054600,484998.0,569602.0
2017,16,Atlanta Falcons,73188.0,1123058,575681.0,547377.0
2017,16,Carolina Panthers,71463.0,1133961,588942.0,545019.0
2017,16,Denver Broncos,72889.0,1106590,610846.0,495744.0
2017,16,Kansas City Chiefs,65325.0,1134166,592851.0,541315.0
2017,16,Los Angeles Chargers,77562.0,783367,202687.0,580680.0
2017,16,New Orleans Saints,73188.0,1146046,585113.0,560933.0
2017,16,Tampa Bay Buccaneers,71463.0,1036961,479618.0,557343.0
2018,16,Atlanta Falcons,73722.0,1119143,583184.0,535959.0
2018,16,Carolina Panthers,73722.0,1102756,590182.0,512574.0
2018,16,Denver Broncos,53850.0,1092324,611571.0,480753.0
2018,16,Kansas City Chiefs,69067.0,1107376,607780.0,499596.0
2018,16,Los Angeles Chargers,25571.0,803556,262145.0,541411.0
2018,16,New Orleans Saints,73086.0,1147700,584411.0,563289.0
2018,16,Tampa Bay Buccaneers,92851.0,999843,434855.0,564988.0
2019,16,Atlanta Falcons,70873.0,1099463,572811.0,526652.0
2019,16,Carolina Panthers,61845.0,1122333,577765.0,544568.0
2019,16,Denver Broncos,74115.0,1104191,607497.0,496694.0
2019,16,Kansas City Chiefs,62213.0,1115771,587723.0,528048.0
2019,16,Los Angeles Chargers,25380.0,760644,254007.0,506637.0
2019,16,New Orleans Saints,66756.0,1117057,584660.0,532397.0
2019,16,Tampa Bay Buccaneers,49036.0,949068,415189.0,533879.0
2020,16,Atlanta Falcons,13470.0,113084,50657.0,62427.0
2020,16,Carolina Panthers,,55958,34229.0,21729.0
2020,16,Denver Broncos,,47133,21122.0,26011.0
2020,16,Kansas City Chiefs,13470.0,142549,105228.0,37321.0
2020,16,Las Vegas Raiders,,33407,,33407.0
2020,16,Los Angeles Chargers,,38354,,38354.0
2020,16,New Orleans Saints,3000.0,48429,22476.0,25953.0
2020,16,Tampa Bay Buccaneers,,123127,101383.0,21744.0
2021,16,Atlanta Falcons,68638.0,1173982,540764.0,633218.0
2021,16,Carolina Panthers,71918.0,1202133,575249.0,626884.0
2021,16,Denver Broncos,60972.0,1243881,686129.0,557752.0
2021,16,Kansas City Chiefs,73371.0,1192945,659044.0,533901.0
2021,16,Las Vegas Raiders,60972.0,1068732,550673.0,518059.0
2021,16,Los Angeles Chargers,65674.0,1153356,632160.0,521196.0
2021,16,New Orleans Saints,69170.0,1117104,519432.0,597672.0
2021,16,Tampa Bay Buccaneers,71918.0,1067169,457325.0,609844.0
2022,16,Atlanta Falcons,70467.0,1167681,626248.0,541433.0
2022,16,Carolina Panthers,69173.0,1201413,642167.0,559246.0
2022,16,Denver Broncos,71525.0,1251020,607845.0,643175.0
2022,16,Kansas City Chiefs,73331.0,1202995,587997.0,614998.0
2022,16,Las Vegas Raiders,64761.0,1125946,496363.0,629583.0
2022,16,Los Angeles Chargers,65576.0,1175977,559644.0,616333.0
2022,16,New Orleans Saints,67431.0,1168868,621249.0,547619.0
2022,16,Tampa Bay Buccaneers,63393.0,1196168,620898.0,575270.0
2023,16,Atlanta Falcons,69221.0,1176416,556828.0,619588.0
2023,16,Carolina Panthers,70875.0,1163926,573086.0,590840.0
2023,16,Denver Broncos,76201.0,1226925,687498.0,539427.0
2023,16,Kansas City Chiefs,73480.0,1205847,638715.0,567132.0
2023,16,Las Vegas Raiders,73480.0,1111041,559713.0,551328.0
2023,16,Los Angeles Chargers,67678.0,1190939,627632.0,563307.0
2023,16,New Orleans Saints,73228.0,1188849,560164.0,628685.0
2023,16,Tampa Bay Buccaneers,62547.0,1140061,510321.0,629740.0
2024,16,Atlanta Falcons,70404.0,1185384,642432.0,542952.0
2024,16,Carolina Panthers,68804.0,1175655,640515.0,535140.0
2024,16,Denver Broncos,70240.0,1142969,515265.0,627704.0
2024,16,Kansas City Chiefs,73600.0,1144982,588837.0,556145.0
2024,16,Las Vegas Raiders,61323.0,1122807,497403.0,625404.0
2024,16,Los Angeles Chargers,70240.0,1170832,559732.0,611100.0
2024,16,New Orleans Saints,77885.0,1227161,630113.0,597048.0
2024,16,Tampa Bay Buccaneers,93103.0,1160353,573195.0,587158.0
2015,17,Atlanta Falcons,69699.0,1134671,562845.0,571826.0
2015,17,Carolina Panthers,74169.0,1157689,592454.0,565235.0
2015,17,Denver Broncos,76844.0,1141878,615381.0,526497.0
2015,17,Kansas City Chiefs,76114.0,1130807,602228.0,528579.0
2015,17,New Orleans Saints,69699.0,1135027,584305.0,550722.0
2015,17,Tampa Bay Buccaneers,74169.0,1041376,492460.0,548916.0
