model_name,dataset_split,mae,rmse,r2,validation_residual_std
linear_regression,train,6111.937333772355,8665.345676804056,0.09541958616944135,7126.100458934329
linear_regression,validation,5021.135488502919,7207.570164684419,-0.11057715310707605,7126.100458934329
linear_regression,test,5289.7140901393595,7352.47838375209,-0.08271016824267674,7126.100458934329
