game_id,season,game_type,week,game_date,kickoff_time_raw,away_team_abbr,away_team_name,away_team_raw,home_team_abbr,home_team_name,home_team_raw,venue_clean,venue_raw,home_stadium_venue,weather_match_venue,weather_match_type,game_city,game_country,is_neutral_site,is_international,attendance,attendance_source_row_count,season_exists_in_attendance,season_week_exists_in_attendance,season_week_team_exists_in_attendance,matched_flag,unmatched_reason
2023_POST_19_PIT_BUF_20240115,2023,POST,19,2024-01-15,16:30,PIT,Pittsburgh Steelers,PIT,BUF,Buffalo Bills,BUF,Highmark Stadium,New Era Field,Highmark Stadium,Highmark Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_20_GB_SF_20240120,2023,POST,20,2024-01-20,20:15,GB,Green Bay Packers,GB,SF,San Francisco 49ers,SF,Levi's Stadium,Levi's Stadium,Levi's Stadium,Levi's Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_20_HOU_BAL_20240120,2023,POST,20,2024-01-20,16:30,HOU,Houston Texans,HOU,BAL,Baltimore Ravens,BAL,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_20_KC_BUF_20240121,2023,POST,20,2024-01-21,18:30,KC,Kansas City Chiefs,KC,BUF,Buffalo Bills,BUF,Highmark Stadium,New Era Field,Highmark Stadium,Highmark Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_20_TB_DET_20240121,2023,POST,20,2024-01-21,15:00,TB,Tampa Bay Buccaneers,TB,DET,Detroit Lions,DET,Ford Field,Ford Field,Ford Field,Ford Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_CON_21_DET_SF_20240128,2023,CON,21,2024-01-28,18:30,DET,Detroit Lions,DET,SF,San Francisco 49ers,SF,Levi's Stadium,Levi's Stadium,Levi's Stadium,Levi's Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_CON_21_KC_BAL_20240128,2023,CON,21,2024-01-28,15:00,KC,Kansas City Chiefs,KC,BAL,Baltimore Ravens,BAL,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2023_POST_22_SF_KC_20240211,2023,POST,22,2024-02-11,18:30,SF,San Francisco 49ers,SF,KC,Kansas City Chiefs,KC,Allegiant Stadium,Allegiant Stadium,Arrowhead Stadium,Allegiant Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_REG_03_SF_LAR_20240922,2024,REG,3,2024-09-22,16:25,SF,San Francisco 49ers,SF,LAR,Los Angeles Rams,LA,SoFi Stadium,SoFi Stadium,SoFi Stadium,SoFi Stadium,home_team_primary_stadium,,United States,False,False,,,True,True,False,False,home_team_not_found_for_season_week
2024_REG_18_KC_DEN_20250105,2024,REG,18,2025-01-05,16:25,KC,Kansas City Chiefs,KC,DEN,Denver Broncos,DEN,Empower Field at Mile High,Empower Field at Mile High,Empower Field at Mile High,Empower Field at Mile High,home_team_primary_stadium,,United States,False,False,,,True,True,False,False,home_team_not_found_for_season_week
2024_POST_19_LAC_HOU_20250111,2024,POST,19,2025-01-11,16:30,LAC,Los Angeles Chargers,LAC,HOU,Houston Texans,HOU,NRG Stadium,NRG Stadium,NRG Stadium,NRG Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_19_PIT_BAL_20250111,2024,POST,19,2025-01-11,20:00,PIT,Pittsburgh Steelers,PIT,BAL,Baltimore Ravens,BAL,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,M&T Bank Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_19_DEN_BUF_20250112,2024,POST,19,2025-01-12,13:00,DEN,Denver Broncos,DEN,BUF,Buffalo Bills,BUF,Highmark Stadium,New Era Field,Highmark Stadium,Highmark Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_19_GB_PHI_20250112,2024,POST,19,2025-01-12,16:30,GB,Green Bay Packers,GB,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_19_WSH_TB_20250112,2024,POST,19,2025-01-12,20:00,WSH,Washington Commanders,WAS,TB,Tampa Bay Buccaneers,TB,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,Raymond James Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_19_MIN_LAR_20250113,2024,POST,19,2025-01-13,20:00,MIN,Minnesota Vikings,MIN,LAR,Los Angeles Rams,LA,State Farm Stadium,State Farm Stadium,SoFi Stadium,State Farm Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_20_HOU_KC_20250118,2024,POST,20,2025-01-18,16:30,HOU,Houston Texans,HOU,KC,Kansas City Chiefs,KC,Arrowhead Stadium,GEHA Field at Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_20_WSH_DET_20250118,2024,POST,20,2025-01-18,20:00,WSH,Washington Commanders,WAS,DET,Detroit Lions,DET,Ford Field,Ford Field,Ford Field,Ford Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_20_BAL_BUF_20250119,2024,POST,20,2025-01-19,18:30,BAL,Baltimore Ravens,BAL,BUF,Buffalo Bills,BUF,Highmark Stadium,New Era Field,Highmark Stadium,Highmark Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_20_LAR_PHI_20250119,2024,POST,20,2025-01-19,15:00,LAR,Los Angeles Rams,LA,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_CON_21_BUF_KC_20250126,2024,CON,21,2025-01-26,18:30,BUF,Buffalo Bills,BUF,KC,Kansas City Chiefs,KC,Arrowhead Stadium,GEHA Field at Arrowhead Stadium,Arrowhead Stadium,Arrowhead Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_CON_21_WSH_PHI_20250126,2024,CON,21,2025-01-26,15:00,WSH,Washington Commanders,WAS,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2024_POST_22_KC_PHI_20250209,2024,POST,22,2025-02-09,18:30,KC,Kansas City Chiefs,KC,PHI,Philadelphia Eagles,PHI,Caesars Superdome,Mercedes-Benz Superdome,Lincoln Financial Field,Caesars Superdome,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_REG_13_CHI_PHI_20251128,2025,REG,13,2025-11-28,15:00,CHI,Chicago Bears,CHI,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,True,False,False,home_team_not_found_for_season_week
2025_POST_19_GB_CHI_20260110,2025,POST,19,2026-01-10,20:00,GB,Green Bay Packers,GB,CHI,Chicago Bears,CHI,Soldier Field,Soldier Field,Soldier Field,Soldier Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_19_LAR_CAR_20260110,2025,POST,19,2026-01-10,16:30,LAR,Los Angeles Rams,LA,CAR,Carolina Panthers,CAR,Bank of America Stadium,Bank of America Stadium,Bank of America Stadium,Bank of America Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_19_BUF_JAX_20260111,2025,POST,19,2026-01-11,13:00,BUF,Buffalo Bills,BUF,JAX,Jacksonville Jaguars,JAX,TIAA Bank Stadium,TIAA Bank Stadium,EverBank Stadium,TIAA Bank Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_19_LAC_NE_20260111,2025,POST,19,2026-01-11,20:00,LAC,Los Angeles Chargers,LAC,NE,New England Patriots,NE,Gillette Stadium,Gillette Stadium,Gillette Stadium,Gillette Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_19_SF_PHI_20260111,2025,POST,19,2026-01-11,16:30,SF,San Francisco 49ers,SF,PHI,Philadelphia Eagles,PHI,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,Lincoln Financial Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_19_HOU_PIT_20260112,2025,POST,19,2026-01-12,20:00,HOU,Houston Texans,HOU,PIT,Pittsburgh Steelers,PIT,Acrisure Stadium,Acrisure Stadium,Acrisure Stadium,Acrisure Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_20_BUF_DEN_20260117,2025,POST,20,2026-01-17,16:30,BUF,Buffalo Bills,BUF,DEN,Denver Broncos,DEN,Empower Field at Mile High,Empower Field at Mile High,Empower Field at Mile High,Empower Field at Mile High,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_20_SF_SEA_20260117,2025,POST,20,2026-01-17,20:00,SF,San Francisco 49ers,SF,SEA,Seattle Seahawks,SEA,Lumen Field,Lumen Field,Lumen Field,Lumen Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_20_HOU_NE_20260118,2025,POST,20,2026-01-18,15:00,HOU,Houston Texans,HOU,NE,New England Patriots,NE,Gillette Stadium,Gillette Stadium,Gillette Stadium,Gillette Stadium,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_20_LAR_CHI_20260118,2025,POST,20,2026-01-18,18:30,LAR,Los Angeles Rams,LA,CHI,Chicago Bears,CHI,Soldier Field,Soldier Field,Soldier Field,Soldier Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_CON_21_LAR_SEA_20260125,2025,CON,21,2026-01-25,18:30,LAR,Los Angeles Rams,LA,SEA,Seattle Seahawks,SEA,Lumen Field,Lumen Field,Lumen Field,Lumen Field,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_CON_21_NE_DEN_20260125,2025,CON,21,2026-01-25,15:00,NE,New England Patriots,NE,DEN,Denver Broncos,DEN,Empower Field at Mile High,Empower Field at Mile High,Empower Field at Mile High,Empower Field at Mile High,home_team_primary_stadium,,United States,False,False,,,True,False,False,False,season_week_not_found_in_attendance
2025_POST_22_SEA_NE_20260208,2025,POST,22,2026-02-08,18:30,SEA,Seattle Seahawks,SEA,NE,New England Patriots,NE,Levi's Stadium,Levi's Stadium,Gillette Stadium,Levi's Stadium,actual_game_venue,,United States,True,False,,,True,False,False,False,season_week_not_found_in_attendance
