game_id,weather_timestamp,temperature,precipitation,wind_speed,weather_condition,weather_source_method,venue_name,latitude,longitude,station_id,station_name,station_distance_miles,temperature_max,temperature_min,temperature_avg,dew_point,relative_humidity,snow_depth,snowfall,sea_level_pressure,sunshine,weather_code,feels_like_temperature
2017_REG_11_BAL_GB_20171119,2017-11-19 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2017_REG_11_BUF_LAC_20171119,2017-11-19 12:00:00,,,,,station_lookup_error,StubHub Center,33.8644,-118.2611,,,,,,,,,,,,,,
2017_REG_11_CIN_DEN_20171119,2017-11-19 12:00:00,,,,,station_lookup_error,Empower Field at Mile High,39.7439,-105.0201,,,,,,,,,,,,,,
2017_REG_11_DET_CHI_20171119,2017-11-19 12:00:00,,,,,station_lookup_error,Soldier Field,41.8623,-87.6167,,,,,,,,,,,,,,
2017_REG_11_JAX_CLE_20171119,2017-11-19 12:00:00,,,,,station_lookup_error,Huntington Bank Field,41.5061,-81.6995,,,,,,,,,,,,,,
2017_REG_11_KC_NYG_20171119,2017-11-19 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2017_REG_11_LAR_MIN_20171119,2017-11-19 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_11_NE_LV_20171119,2017-11-19 12:00:00,,,,,station_lookup_error,Estadio Azteca,19.3029,-99.1505,,,,,,,,,,,,,,
2017_REG_11_PHI_DAL_20171119,2017-11-19 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_11_TB_MIA_20171119,2017-11-19 12:00:00,,,,,station_lookup_error,Hard Rock Stadium,25.958,-80.2389,,,,,,,,,,,,,,
2017_REG_11_TEN_PIT_20171116,2017-11-16 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2017_REG_11_WSH_NO_20171119,2017-11-19 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_12_BUF_KC_20171126,2017-11-26 12:00:00,,,,,station_lookup_error,Arrowhead Stadium,39.0489,-94.4839,,,,,,,,,,,,,,
2017_REG_12_CAR_NYJ_20171126,2017-11-26 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2017_REG_12_CHI_PHI_20171126,2017-11-26 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2017_REG_12_CLE_CIN_20171126,2017-11-26 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2017_REG_12_DEN_LV_20171126,2017-11-26 12:00:00,,,,,station_lookup_error,Oakland Coliseum,37.7516,-122.2005,,,,,,,,,,,,,,
2017_REG_12_GB_PIT_20171126,2017-11-26 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2017_REG_12_HOU_BAL_20171127,2017-11-27 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2017_REG_12_JAX_ARI_20171126,2017-11-26 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_12_LAC_DAL_20171123,2017-11-23 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_12_MIA_NE_20171126,2017-11-26 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2017_REG_12_MIN_DET_20171123,2017-11-23 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Ford Field,42.34,-83.0456,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_12_NO_LAR_20171126,2017-11-26 12:00:00,,,,,station_lookup_error,Los Angeles Memorial Coliseum,34.0141,-118.2879,,,,,,,,,,,,,,
2017_REG_12_NYG_WSH_20171123,2017-11-23 12:00:00,,,,,station_lookup_error,Northwest Stadium,38.9078,-76.8644,,,,,,,,,,,,,,
2017_REG_12_SEA_SF_20171126,2017-11-26 12:00:00,,,,,station_lookup_error,Levi's Stadium,37.403,-121.97,,,,,,,,,,,,,,
2017_REG_12_TB_ATL_20171126,2017-11-26 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Mercedes-Benz Stadium,33.7554,-84.4009,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_12_TEN_IND_20171126,2017-11-26 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_13_CAR_NO_20171203,2017-12-03 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_13_CLE_LAC_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,StubHub Center,33.8644,-118.2611,,,,,,,,,,,,,,
2017_REG_13_DEN_MIA_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,Hard Rock Stadium,25.958,-80.2389,,,,,,,,,,,,,,
2017_REG_13_DET_BAL_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2017_REG_13_HOU_TEN_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,Nissan Stadium,36.1665,-86.7713,,,,,,,,,,,,,,
2017_REG_13_IND_JAX_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,EverBank Stadium,30.3239,-81.6373,,,,,,,,,,,,,,
2017_REG_13_KC_NYJ_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2017_REG_13_LAR_ARI_20171203,2017-12-03 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_13_MIN_ATL_20171203,2017-12-03 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Mercedes-Benz Stadium,33.7554,-84.4009,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_13_NE_BUF_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,Highmark Stadium,42.7738,-78.7868,,,,,,,,,,,,,,
2017_REG_13_NYG_LV_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,Oakland Coliseum,37.7516,-122.2005,,,,,,,,,,,,,,
2017_REG_13_PHI_SEA_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,Lumen Field,47.5952,-122.3316,,,,,,,,,,,,,,
2017_REG_13_PIT_CIN_20171204,2017-12-04 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2017_REG_13_SF_CHI_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,Soldier Field,41.8623,-87.6167,,,,,,,,,,,,,,
2017_REG_13_TB_GB_20171203,2017-12-03 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2017_REG_13_WSH_DAL_20171130,2017-11-30 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_14_BAL_PIT_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2017_REG_14_CHI_CIN_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2017_REG_14_DAL_NYG_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2017_REG_14_DET_TB_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,Raymond James Stadium,27.9759,-82.5033,,,,,,,,,,,,,,
2017_REG_14_GB_CLE_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,Huntington Bank Field,41.5061,-81.6995,,,,,,,,,,,,,,
2017_REG_14_IND_BUF_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,Highmark Stadium,42.7738,-78.7868,,,,,,,,,,,,,,
2017_REG_14_LV_KC_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,Arrowhead Stadium,39.0489,-94.4839,,,,,,,,,,,,,,
2017_REG_14_MIN_CAR_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2017_REG_14_NE_MIA_20171211,2017-12-11 12:00:00,,,,,station_lookup_error,Hard Rock Stadium,25.958,-80.2389,,,,,,,,,,,,,,
2017_REG_14_NO_ATL_20171207,2017-12-07 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Mercedes-Benz Stadium,33.7554,-84.4009,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_14_NYJ_DEN_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,Empower Field at Mile High,39.7439,-105.0201,,,,,,,,,,,,,,
2017_REG_14_PHI_LAR_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,Los Angeles Memorial Coliseum,34.0141,-118.2879,,,,,,,,,,,,,,
2017_REG_14_SEA_JAX_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,EverBank Stadium,30.3239,-81.6373,,,,,,,,,,,,,,
2017_REG_14_SF_HOU_20171210,2017-12-10 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,NRG Stadium,29.6847,-95.4107,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_14_TEN_ARI_20171210,2017-12-10 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_14_WSH_LAC_20171210,2017-12-10 12:00:00,,,,,station_lookup_error,StubHub Center,33.8644,-118.2611,,,,,,,,,,,,,,
2017_REG_15_ARI_WSH_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,Northwest Stadium,38.9078,-76.8644,,,,,,,,,,,,,,
2017_REG_15_ATL_TB_20171218,2017-12-18 12:00:00,,,,,station_lookup_error,Raymond James Stadium,27.9759,-82.5033,,,,,,,,,,,,,,
2017_REG_15_BAL_CLE_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,Huntington Bank Field,41.5061,-81.6995,,,,,,,,,,,,,,
2017_REG_15_CHI_DET_20171216,2017-12-16 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Ford Field,42.34,-83.0456,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_15_CIN_MIN_20171217,2017-12-17 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_15_DAL_LV_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,Oakland Coliseum,37.7516,-122.2005,,,,,,,,,,,,,,
2017_REG_15_DEN_IND_20171214,2017-12-14 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_15_GB_CAR_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2017_REG_15_HOU_JAX_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,EverBank Stadium,30.3239,-81.6373,,,,,,,,,,,,,,
2017_REG_15_LAC_KC_20171216,2017-12-16 12:00:00,,,,,station_lookup_error,Arrowhead Stadium,39.0489,-94.4839,,,,,,,,,,,,,,
2017_REG_15_LAR_SEA_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,Lumen Field,47.5952,-122.3316,,,,,,,,,,,,,,
2017_REG_15_MIA_BUF_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,Highmark Stadium,42.7738,-78.7868,,,,,,,,,,,,,,
2017_REG_15_NE_PIT_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2017_REG_15_NYJ_NO_20171217,2017-12-17 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_15_PHI_NYG_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2017_REG_15_TEN_SF_20171217,2017-12-17 12:00:00,,,,,station_lookup_error,Levi's Stadium,37.403,-121.97,,,,,,,,,,,,,,
2017_REG_16_ATL_NO_20171224,2017-12-24 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_16_BUF_NE_20171224,2017-12-24 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2017_REG_16_CLE_CHI_20171224,2017-12-24 12:00:00,,,,,station_lookup_error,Soldier Field,41.8623,-87.6167,,,,,,,,,,,,,,
2017_REG_16_DEN_WSH_20171224,2017-12-24 12:00:00,,,,,station_lookup_error,Northwest Stadium,38.9078,-76.8644,,,,,,,,,,,,,,
2017_REG_16_DET_CIN_20171224,2017-12-24 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2017_REG_16_IND_BAL_20171223,2017-12-23 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2017_REG_16_JAX_SF_20171224,2017-12-24 12:00:00,,,,,station_lookup_error,Levi's Stadium,37.403,-121.97,,,,,,,,,,,,,,
2017_REG_16_LAC_NYJ_20171224,2017-12-24 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2017_REG_16_LAR_TEN_20171224,2017-12-24 12:00:00,,,,,station_lookup_error,Nissan Stadium,36.1665,-86.7713,,,,,,,,,,,,,,
2017_REG_16_LV_PHI_20171225,2017-12-25 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2017_REG_16_MIA_KC_20171224,2017-12-24 12:00:00,,,,,station_lookup_error,Arrowhead Stadium,39.0489,-94.4839,,,,,,,,,,,,,,
2017_REG_16_MIN_GB_20171223,2017-12-23 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2017_REG_16_NYG_ARI_20171224,2017-12-24 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_16_PIT_HOU_20171225,2017-12-25 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,NRG Stadium,29.6847,-95.4107,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_16_SEA_DAL_20171224,2017-12-24 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_16_TB_CAR_20171224,2017-12-24 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2017_REG_17_ARI_SEA_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,Lumen Field,47.5952,-122.3316,,,,,,,,,,,,,,
2017_REG_17_BUF_MIA_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,Hard Rock Stadium,25.958,-80.2389,,,,,,,,,,,,,,
2017_REG_17_CAR_ATL_20171231,2017-12-31 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Mercedes-Benz Stadium,33.7554,-84.4009,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_17_CHI_MIN_20171231,2017-12-31 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_17_CIN_BAL_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2017_REG_17_CLE_PIT_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2017_REG_17_DAL_PHI_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2017_REG_17_GB_DET_20171231,2017-12-31 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Ford Field,42.34,-83.0456,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_17_HOU_IND_20171231,2017-12-31 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_REG_17_JAX_TEN_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,Nissan Stadium,36.1665,-86.7713,,,,,,,,,,,,,,
2017_REG_17_KC_DEN_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,Empower Field at Mile High,39.7439,-105.0201,,,,,,,,,,,,,,
2017_REG_17_LV_LAC_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,StubHub Center,33.8644,-118.2611,,,,,,,,,,,,,,
2017_REG_17_NO_TB_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,Raymond James Stadium,27.9759,-82.5033,,,,,,,,,,,,,,
2017_REG_17_NYJ_NE_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2017_REG_17_SF_LAR_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,Los Angeles Memorial Coliseum,34.0141,-118.2879,,,,,,,,,,,,,,
2017_REG_17_WSH_NYG_20171231,2017-12-31 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2017_POST_18_ATL_LAR_20180106,2018-01-06 12:00:00,,,,,station_lookup_error,Los Angeles Memorial Coliseum,34.0141,-118.2879,,,,,,,,,,,,,,
2017_POST_18_BUF_JAX_20180107,2018-01-07 12:00:00,,,,,station_lookup_error,EverBank Stadium,30.3239,-81.6373,,,,,,,,,,,,,,
2017_POST_18_CAR_NO_20180107,2018-01-07 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_POST_18_TEN_KC_20180106,2018-01-06 12:00:00,,,,,station_lookup_error,Arrowhead Stadium,39.0489,-94.4839,,,,,,,,,,,,,,
2017_POST_19_ATL_PHI_20180113,2018-01-13 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2017_POST_19_JAX_PIT_20180114,2018-01-14 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2017_POST_19_NO_MIN_20180114,2018-01-14 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,,,,70.0,70.0,70.0,,,,,,,,70.0
2017_POST_19_TEN_NE_20180113,2018-01-13 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2017_CON_20_JAX_NE_20180121,2018-01-21 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2017_CON_20_MIN_PHI_20180121,2018-01-21 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2017_POST_21_PHI_NE_20180204,2018-02-04 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_01_ATL_PHI_20180906,2018-09-06 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2018_REG_01_BUF_BAL_20180909,2018-09-09 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2018_REG_01_CHI_GB_20180909,2018-09-09 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2018_REG_01_CIN_IND_20180909,2018-09-09 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Lucas Oil Stadium,39.7601,-86.1639,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_01_DAL_CAR_20180909,2018-09-09 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2018_REG_01_HOU_NE_20180909,2018-09-09 12:00:00,,,,,station_lookup_error,Gillette Stadium,42.0909,-71.2643,,,,,,,,,,,,,,
2018_REG_01_JAX_NYG_20180909,2018-09-09 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2018_REG_01_KC_LAC_20180909,2018-09-09 12:00:00,,,,,station_lookup_error,StubHub Center,33.8644,-118.2611,,,,,,,,,,,,,,
2018_REG_01_LAR_LV_20180910,2018-09-10 12:00:00,,,,,station_lookup_error,Oakland Coliseum,37.7516,-122.2005,,,,,,,,,,,,,,
2018_REG_01_NYJ_DET_20180910,2018-09-10 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Ford Field,42.34,-83.0456,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_01_PIT_CLE_20180909,2018-09-09 12:00:00,,,,,station_lookup_error,Huntington Bank Field,41.5061,-81.6995,,,,,,,,,,,,,,
2018_REG_01_SEA_DEN_20180909,2018-09-09 12:00:00,,,,,station_lookup_error,Empower Field at Mile High,39.7439,-105.0201,,,,,,,,,,,,,,
2018_REG_01_SF_MIN_20180909,2018-09-09 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_01_TB_NO_20180909,2018-09-09 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_01_TEN_MIA_20180909,2018-09-09 12:00:00,,,,,station_lookup_error,Hard Rock Stadium,25.958,-80.2389,,,,,,,,,,,,,,
2018_REG_01_WSH_ARI_20180909,2018-09-09 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_02_ARI_LAR_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,Los Angeles Memorial Coliseum,34.0141,-118.2879,,,,,,,,,,,,,,
2018_REG_02_BAL_CIN_20180913,2018-09-13 12:00:00,,,,,station_lookup_error,Paycor Stadium,39.0955,-84.516,,,,,,,,,,,,,,
2018_REG_02_CAR_ATL_20180916,2018-09-16 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Mercedes-Benz Stadium,33.7554,-84.4009,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_02_CLE_NO_20180916,2018-09-16 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,Caesars Superdome,29.9511,-90.0812,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_02_DET_SF_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,Levi's Stadium,37.403,-121.97,,,,,,,,,,,,,,
2018_REG_02_HOU_TEN_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,Nissan Stadium,36.1665,-86.7713,,,,,,,,,,,,,,
2018_REG_02_IND_WSH_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,Northwest Stadium,38.9078,-76.8644,,,,,,,,,,,,,,
2018_REG_02_KC_PIT_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,Acrisure Stadium,40.4468,-80.0158,,,,,,,,,,,,,,
2018_REG_02_LAC_BUF_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,Highmark Stadium,42.7738,-78.7868,,,,,,,,,,,,,,
2018_REG_02_LV_DEN_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,Empower Field at Mile High,39.7439,-105.0201,,,,,,,,,,,,,,
2018_REG_02_MIA_NYJ_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,MetLife Stadium,40.8135,-74.0745,,,,,,,,,,,,,,
2018_REG_02_MIN_GB_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,Lambeau Field,44.5013,-88.0622,,,,,,,,,,,,,,
2018_REG_02_NE_JAX_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,TIAA Bank Stadium,30.3239,-81.6373,,,,,,,,,,,,,,
2018_REG_02_NYG_DAL_20180916,2018-09-16 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,AT&T Stadium,32.7473,-97.0945,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_02_PHI_TB_20180916,2018-09-16 12:00:00,,,,,station_lookup_error,Raymond James Stadium,27.9759,-82.5033,,,,,,,,,,,,,,
2018_REG_02_SEA_CHI_20180917,2018-09-17 12:00:00,,,,,station_lookup_error,Soldier Field,41.8623,-87.6167,,,,,,,,,,,,,,
2018_REG_03_BUF_MIN_20180923,2018-09-23 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,U.S. Bank Stadium,44.9738,-93.2575,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_03_CHI_ARI_20180923,2018-09-23 12:00:00,70.0,0.0,0.0,INDOOR,indoor_controlled_daily_values,State Farm Stadium,33.5276,-112.2626,,,,70.0,70.0,70.0,,,,,,,,70.0
2018_REG_03_CIN_CAR_20180923,2018-09-23 12:00:00,,,,,station_lookup_error,Bank of America Stadium,35.2258,-80.8528,,,,,,,,,,,,,,
2018_REG_03_DAL_SEA_20180923,2018-09-23 12:00:00,,,,,station_lookup_error,Lumen Field,47.5952,-122.3316,,,,,,,,,,,,,,
2018_REG_03_DEN_BAL_20180923,2018-09-23 12:00:00,,,,,station_lookup_error,M&T Bank Stadium,39.278,-76.6227,,,,,,,,,,,,,,
2018_REG_03_GB_WSH_20180923,2018-09-23 12:00:00,,,,,station_lookup_error,Northwest Stadium,38.9078,-76.8644,,,,,,,,,,,,,,
2018_REG_03_IND_PHI_20180923,2018-09-23 12:00:00,,,,,station_lookup_error,Lincoln Financial Field,39.9008,-75.1675,,,,,,,,,,,,,,
2018_REG_03_LAC_LAR_20180923,2018-09-23 12:00:00,,,,,station_lookup_error,Los Angeles Memorial Coliseum,34.0141,-118.2879,,,,,,,,,,,,,,
