season,week,team_name_raw,team_abbr_raw,team_name_std,team_abbr_std,attendance
2017,10,Cleveland Browns,CLE,Cleveland Browns,CLE,64646
2017,11,Cleveland Browns,CLE,Cleveland Browns,CLE,57003
2017,12,Cleveland Browns,CLE,Cleveland Browns,CLE,51710
2017,13,Cleveland Browns,CLE,Cleveland Browns,CLE,25320
2017,14,Cleveland Browns,CLE,Cleveland Browns,CLE,67431
2017,15,Cleveland Browns,CLE,Cleveland Browns,CLE,56434
2017,16,Cleveland Browns,CLE,Cleveland Browns,CLE,58796
2017,17,Cleveland Browns,CLE,Cleveland Browns,CLE,50704
2017,1,Dallas Cowboys,DAL,Dallas Cowboys,DAL,93183
2017,2,Dallas Cowboys,DAL,Dallas Cowboys,DAL,76919
2017,3,Dallas Cowboys,DAL,Dallas Cowboys,DAL,65102
2017,4,Dallas Cowboys,DAL,Dallas Cowboys,DAL,91869
2017,5,Dallas Cowboys,DAL,Dallas Cowboys,DAL,93329
2017,7,Dallas Cowboys,DAL,Dallas Cowboys,DAL,70133
2017,8,Dallas Cowboys,DAL,Dallas Cowboys,DAL,78428
2017,9,Dallas Cowboys,DAL,Dallas Cowboys,DAL,93273
2017,10,Dallas Cowboys,DAL,Dallas Cowboys,DAL,73761
2017,11,Dallas Cowboys,DAL,Dallas Cowboys,DAL,93247
2017,12,Dallas Cowboys,DAL,Dallas Cowboys,DAL,93012
2017,13,Dallas Cowboys,DAL,Dallas Cowboys,DAL,91712
2017,14,Dallas Cowboys,DAL,Dallas Cowboys,DAL,78125
2017,15,Dallas Cowboys,DAL,Dallas Cowboys,DAL,55372
2017,16,Dallas Cowboys,DAL,Dallas Cowboys,DAL,92150
2017,17,Dallas Cowboys,DAL,Dallas Cowboys,DAL,69596
2017,1,Denver Broncos,DEN,Denver Broncos,DEN,76324
2017,2,Denver Broncos,DEN,Denver Broncos,DEN,76919
2017,3,Denver Broncos,DEN,Denver Broncos,DEN,68865
2017,4,Denver Broncos,DEN,Denver Broncos,DEN,76909
2017,6,Denver Broncos,DEN,Denver Broncos,DEN,76721
2017,7,Denver Broncos,DEN,Denver Broncos,DEN,25388
2017,8,Denver Broncos,DEN,Denver Broncos,DEN,76573
2017,9,Denver Broncos,DEN,Denver Broncos,DEN,69596
2017,10,Denver Broncos,DEN,Denver Broncos,DEN,76820
2017,11,Denver Broncos,DEN,Denver Broncos,DEN,75707
2017,12,Denver Broncos,DEN,Denver Broncos,DEN,53930
2017,13,Denver Broncos,DEN,Denver Broncos,DEN,65092
2017,14,Denver Broncos,DEN,Denver Broncos,DEN,75518
2017,15,Denver Broncos,DEN,Denver Broncos,DEN,63411
2017,16,Denver Broncos,DEN,Denver Broncos,DEN,72889
2017,17,Denver Broncos,DEN,Denver Broncos,DEN,75928
2017,1,Detroit Lions,DET,Detroit Lions,DET,60957
2017,2,Detroit Lions,DET,Detroit Lions,DET,77004
2017,3,Detroit Lions,DET,Detroit Lions,DET,63240
2017,4,Detroit Lions,DET,Detroit Lions,DET,66730
2017,5,Detroit Lions,DET,Detroit Lions,DET,64288
2017,6,Detroit Lions,DET,Detroit Lions,DET,73117
2017,8,Detroit Lions,DET,Detroit Lions,DET,64983
2017,9,Detroit Lions,DET,Detroit Lions,DET,77575
2017,10,Detroit Lions,DET,Detroit Lions,DET,64646
2017,11,Detroit Lions,DET,Detroit Lions,DET,60635
2017,12,Detroit Lions,DET,Detroit Lions,DET,66613
2017,13,Detroit Lions,DET,Detroit Lions,DET,70500
2017,14,Detroit Lions,DET,Detroit Lions,DET,60372
2017,15,Detroit Lions,DET,Detroit Lions,DET,65872
2017,16,Detroit Lions,DET,Detroit Lions,DET,47732
2017,17,Detroit Lions,DET,Detroit Lions,DET,62501
2017,1,Green Bay Packers,GB,Green Bay Packers,GB,78381
2017,2,Green Bay Packers,GB,Green Bay Packers,GB,70826
2017,3,Green Bay Packers,GB,Green Bay Packers,GB,78323
2017,4,Green Bay Packers,GB,Green Bay Packers,GB,78362
2017,5,Green Bay Packers,GB,Green Bay Packers,GB,93329
2017,6,Green Bay Packers,GB,Green Bay Packers,GB,66848
2017,7,Green Bay Packers,GB,Green Bay Packers,GB,78380
2017,9,Green Bay Packers,GB,Green Bay Packers,GB,77575
2017,10,Green Bay Packers,GB,Green Bay Packers,GB,61285
2017,11,Green Bay Packers,GB,Green Bay Packers,GB,77945
2017,12,Green Bay Packers,GB,Green Bay Packers,GB,62147
2017,13,Green Bay Packers,GB,Green Bay Packers,GB,77684
2017,14,Green Bay Packers,GB,Green Bay Packers,GB,67431
2017,15,Green Bay Packers,GB,Green Bay Packers,GB,74447
2017,16,Green Bay Packers,GB,Green Bay Packers,GB,78092
2017,17,Green Bay Packers,GB,Green Bay Packers,GB,62501
2017,1,Houston Texans,HOU,Houston Texans,HOU,71710
2017,2,Houston Texans,HOU,Houston Texans,HOU,52942
2017,3,Houston Texans,HOU,Houston Texans,HOU,65878
2017,4,Houston Texans,HOU,Houston Texans,HOU,71804
2017,5,Houston Texans,HOU,Houston Texans,HOU,71835
2017,6,Houston Texans,HOU,Houston Texans,HOU,71815
2017,8,Houston Texans,HOU,Houston Texans,HOU,69025
2017,9,Houston Texans,HOU,Houston Texans,HOU,71709
2017,10,Houston Texans,HOU,Houston Texans,HOU,60032
2017,11,Houston Texans,HOU,Houston Texans,HOU,71680
2017,12,Houston Texans,HOU,Houston Texans,HOU,70357
2017,13,Houston Texans,HOU,Houston Texans,HOU,62758
2017,14,Houston Texans,HOU,Houston Texans,HOU,71802
2017,15,Houston Texans,HOU,Houston Texans,HOU,64701
2017,16,Houston Texans,HOU,Houston Texans,HOU,71842
2017,17,Houston Texans,HOU,Houston Texans,HOU,60557
2017,1,Indianapolis Colts,IND,Indianapolis Colts,IND,60128
2017,2,Indianapolis Colts,IND,Indianapolis Colts,IND,63137
2017,3,Indianapolis Colts,IND,Indianapolis Colts,IND,63351
2017,4,Indianapolis Colts,IND,Indianapolis Colts,IND,68872
2017,5,Indianapolis Colts,IND,Indianapolis Colts,IND,65612
2017,6,Indianapolis Colts,IND,Indianapolis Colts,IND,63888
2017,7,Indianapolis Colts,IND,Indianapolis Colts,IND,63104
2017,8,Indianapolis Colts,IND,Indianapolis Colts,IND,57901
2017,9,Indianapolis Colts,IND,Indianapolis Colts,IND,71709
2017,10,Indianapolis Colts,IND,Indianapolis Colts,IND,66146
2017,12,Indianapolis Colts,IND,Indianapolis Colts,IND,62207
2017,13,Indianapolis Colts,IND,Indianapolis Colts,IND,61207
2017,14,Indianapolis Colts,IND,Indianapolis Colts,IND,60222
2017,15,Indianapolis Colts,IND,Indianapolis Colts,IND,63411
2017,16,Indianapolis Colts,IND,Indianapolis Colts,IND,70590
2017,17,Indianapolis Colts,IND,Indianapolis Colts,IND,60557
2017,1,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,71710
2017,2,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,61709
2017,3,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,84592
2017,4,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,77562
2017,5,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,66237
2017,6,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,56232
2017,7,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,63104
2017,9,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,60720
2017,10,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,60835
2017,11,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,57003
2017,12,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,63891
2017,13,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,61207
2017,14,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,64431
2017,15,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,64701
2017,16,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,70133
2017,17,Jacksonville Jaguars,JAX,Jacksonville Jaguars,JAX,65501
2017,1,Kansas City Chiefs,KC,Kansas City Chiefs,KC,65878
2017,2,Kansas City Chiefs,KC,Kansas City Chiefs,KC,74971
2017,3,Kansas City Chiefs,KC,Kansas City Chiefs,KC,25386
2017,4,Kansas City Chiefs,KC,Kansas City Chiefs,KC,74587
2017,5,Kansas City Chiefs,KC,Kansas City Chiefs,KC,71835
2017,6,Kansas City Chiefs,KC,Kansas City Chiefs,KC,76994
2017,7,Kansas City Chiefs,KC,Kansas City Chiefs,KC,55090
2017,8,Kansas City Chiefs,KC,Kansas City Chiefs,KC,76573
2017,9,Kansas City Chiefs,KC,Kansas City Chiefs,KC,93273
2017,11,Kansas City Chiefs,KC,Kansas City Chiefs,KC,76363
2017,12,Kansas City Chiefs,KC,Kansas City Chiefs,KC,74929
2017,13,Kansas City Chiefs,KC,Kansas City Chiefs,KC,77562
2017,14,Kansas City Chiefs,KC,Kansas City Chiefs,KC,74461
2017,15,Kansas City Chiefs,KC,Kansas City Chiefs,KC,75011
2017,16,Kansas City Chiefs,KC,Kansas City Chiefs,KC,65325
2017,17,Kansas City Chiefs,KC,Kansas City Chiefs,KC,75928
2017,1,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,76324
2017,2,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,25381
2017,3,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,25386
2017,4,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,25374
2017,5,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,77373
2017,6,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,54685
2017,7,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,25388
2017,8,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,65878
2017,10,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,60835
2017,11,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,25015
2017,12,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,93012
2017,13,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,25320
2017,14,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,25393
2017,15,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,75011
2017,16,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,77562
2017,17,Los Angeles Chargers,LAC,Los Angeles Chargers,LAC,25430
2017,1,Los Angeles Rams,LAR,Los Angeles Rams,LAR,60128
2017,2,Los Angeles Rams,LAR,Los Angeles Rams,LAR,56612
2017,3,Los Angeles Rams,LAR,Los Angeles Rams,LAR,70178
2017,4,Los Angeles Rams,LAR,Los Angeles Rams,LAR,91869
2017,5,Los Angeles Rams,LAR,Los Angeles Rams,LAR,60745
2017,6,Los Angeles Rams,LAR,Los Angeles Rams,LAR,56232
2017,7,Los Angeles Rams,LAR,Los Angeles Rams,LAR,73736
2017,9,Los Angeles Rams,LAR,Los Angeles Rams,LAR,76877
2017,10,Los Angeles Rams,LAR,Los Angeles Rams,LAR,60032
2017,11,Los Angeles Rams,LAR,Los Angeles Rams,LAR,66809
2017,12,Los Angeles Rams,LAR,Los Angeles Rams,LAR,62006
2017,13,Los Angeles Rams,LAR,Los Angeles Rams,LAR,63986
2017,14,Los Angeles Rams,LAR,Los Angeles Rams,LAR,67752
2017,15,Los Angeles Rams,LAR,Los Angeles Rams,LAR,69077
2017,16,Los Angeles Rams,LAR,Los Angeles Rams,LAR,60097
2017,17,Los Angeles Rams,LAR,Los Angeles Rams,LAR,66125
2017,1,Oakland Raiders,LV,Las Vegas Raiders,LV,69089
2017,2,Oakland Raiders,LV,Las Vegas Raiders,LV,54729
2017,3,Oakland Raiders,LV,Las Vegas Raiders,LV,77123
2017,4,Oakland Raiders,LV,Las Vegas Raiders,LV,76909
2017,5,Oakland Raiders,LV,Las Vegas Raiders,LV,54980
2017,6,Oakland Raiders,LV,Las Vegas Raiders,LV,54685
2017,7,Oakland Raiders,LV,Las Vegas Raiders,LV,55090
2017,8,Oakland Raiders,LV,Las Vegas Raiders,LV,69599
2017,9,Oakland Raiders,LV,Las Vegas Raiders,LV,65139
2017,11,Oakland Raiders,LV,Las Vegas Raiders,LV,77357
2017,12,Oakland Raiders,LV,Las Vegas Raiders,LV,53930
2017,13,Oakland Raiders,LV,Las Vegas Raiders,LV,54994
2017,14,Oakland Raiders,LV,Las Vegas Raiders,LV,74461
2017,15,Oakland Raiders,LV,Las Vegas Raiders,LV,55372
2017,16,Oakland Raiders,LV,Las Vegas Raiders,LV,69596
2017,17,Oakland Raiders,LV,Las Vegas Raiders,LV,25430
2017,2,Miami Dolphins,MIA,Miami Dolphins,MIA,25381
2017,3,Miami Dolphins,MIA,Miami Dolphins,MIA,77562
2017,4,Miami Dolphins,MIA,Miami Dolphins,MIA,84423
2017,5,Miami Dolphins,MIA,Miami Dolphins,MIA,65135
2017,6,Miami Dolphins,MIA,Miami Dolphins,MIA,70593
2017,7,Miami Dolphins,MIA,Miami Dolphins,MIA,65025
2017,8,Miami Dolphins,MIA,Miami Dolphins,MIA,70408
2017,9,Miami Dolphins,MIA,Miami Dolphins,MIA,65139
2017,10,Miami Dolphins,MIA,Miami Dolphins,MIA,72790
2017,11,Miami Dolphins,MIA,Miami Dolphins,MIA,65089
2017,12,Miami Dolphins,MIA,Miami Dolphins,MIA,65878
2017,13,Miami Dolphins,MIA,Miami Dolphins,MIA,65092
2017,14,Miami Dolphins,MIA,Miami Dolphins,MIA,65548
2017,15,Miami Dolphins,MIA,Miami Dolphins,MIA,62202
2017,16,Miami Dolphins,MIA,Miami Dolphins,MIA,65325
2017,17,Miami Dolphins,MIA,Miami Dolphins,MIA,65571
2017,1,Minnesota Vikings,MIN,Minnesota Vikings,MIN,66606
2017,2,Minnesota Vikings,MIN,Minnesota Vikings,MIN,65971
2017,3,Minnesota Vikings,MIN,Minnesota Vikings,MIN,66390
2017,4,Minnesota Vikings,MIN,Minnesota Vikings,MIN,66730
2017,5,Minnesota Vikings,MIN,Minnesota Vikings,MIN,61834
2017,6,Minnesota Vikings,MIN,Minnesota Vikings,MIN,66848
2017,7,Minnesota Vikings,MIN,Minnesota Vikings,MIN,66751
2017,8,Minnesota Vikings,MIN,Minnesota Vikings,MIN,74237
2017,10,Minnesota Vikings,MIN,Minnesota Vikings,MIN,74476
2017,11,Minnesota Vikings,MIN,Minnesota Vikings,MIN,66809
2017,12,Minnesota Vikings,MIN,Minnesota Vikings,MIN,66613
2017,13,Minnesota Vikings,MIN,Minnesota Vikings,MIN,71185
2017,14,Minnesota Vikings,MIN,Minnesota Vikings,MIN,73728
2017,15,Minnesota Vikings,MIN,Minnesota Vikings,MIN,66833
2017,16,Minnesota Vikings,MIN,Minnesota Vikings,MIN,78092
2017,17,Minnesota Vikings,MIN,Minnesota Vikings,MIN,66802
2017,1,New England Patriots,NE,New England Patriots,NE,65878
2017,2,New England Patriots,NE,New England Patriots,NE,73168
2017,3,New England Patriots,NE,New England Patriots,NE,65878
2017,4,New England Patriots,NE,New England Patriots,NE,65878
2017,5,New England Patriots,NE,New England Patriots,NE,64476
2017,6,New England Patriots,NE,New England Patriots,NE,77562
2017,7,New England Patriots,NE,New England Patriots,NE,65878
2017,8,New England Patriots,NE,New England Patriots,NE,65878
2017,10,New England Patriots,NE,New England Patriots,NE,76820
2017,11,New England Patriots,NE,New England Patriots,NE,77357
2017,12,New England Patriots,NE,New England Patriots,NE,65878
2017,13,New England Patriots,NE,New England Patriots,NE,68499
2017,14,New England Patriots,NE,New England Patriots,NE,65548
2017,15,New England Patriots,NE,New England Patriots,NE,68574
2017,16,New England Patriots,NE,New England Patriots,NE,65878
2017,17,New England Patriots,NE,New England Patriots,NE,65878
2017,1,New Orleans Saints,NO,New Orleans Saints,NO,66606
2017,2,New Orleans Saints,NO,New Orleans Saints,NO,73168
2017,3,New Orleans Saints,NO,New Orleans Saints,NO,73775
2017,4,New Orleans Saints,NO,New Orleans Saints,NO,84423
2017,6,New Orleans Saints,NO,New Orleans Saints,NO,73117
2017,7,New Orleans Saints,NO,New Orleans Saints,NO,78380
2017,8,New Orleans Saints,NO,New Orleans Saints,NO,73192
2017,9,New Orleans Saints,NO,New Orleans Saints,NO,73121
2017,10,New Orleans Saints,NO,New Orleans Saints,NO,67501
2017,11,New Orleans Saints,NO,New Orleans Saints,NO,73138
2017,12,New Orleans Saints,NO,New Orleans Saints,NO,62006
2017,13,New Orleans Saints,NO,New Orleans Saints,NO,73171
2017,14,New Orleans Saints,NO,New Orleans Saints,NO,72866
2017,15,New Orleans Saints,NO,New Orleans Saints,NO,73018
2017,16,New Orleans Saints,NO,New Orleans Saints,NO,73188
2017,17,New Orleans Saints,NO,New Orleans Saints,NO,55376
2017,1,New York Giants,NYG,New York Giants,NYG,93183
2017,2,New York Giants,NYG,New York Giants,NYG,77004
2017,3,New York Giants,NYG,New York Giants,NYG,69596
2017,4,New York Giants,NYG,New York Giants,NYG,63916
2017,5,New York Giants,NYG,New York Giants,NYG,77373
2017,6,New York Giants,NYG,New York Giants,NYG,76721
2017,7,New York Giants,NYG,New York Giants,NYG,78527
2017,9,New York Giants,NYG,New York Giants,NYG,76877
2017,10,New York Giants,NYG,New York Giants,NYG,70133
2017,11,New York Giants,NYG,New York Giants,NYG,76363
2017,12,New York Giants,NYG,New York Giants,NYG,73210
2017,13,New York Giants,NYG,New York Giants,NYG,54994
2017,14,New York Giants,NYG,New York Giants,NYG,78125
2017,15,New York Giants,NYG,New York Giants,NYG,76896
2017,16,New York Giants,NYG,New York Giants,NYG,63850
2017,17,New York Giants,NYG,New York Giants,NYG,76269
2017,1,New York Jets,NYJ,New York Jets,NYJ,68751
2017,2,New York Jets,NYJ,New York Jets,NYJ,54729
2017,3,New York Jets,NYJ,New York Jets,NYJ,77562
2017,4,New York Jets,NYJ,New York Jets,NYJ,77562
2017,5,New York Jets,NYJ,New York Jets,NYJ,62032
2017,6,New York Jets,NYJ,New York Jets,NYJ,77562
2017,7,New York Jets,NYJ,New York Jets,NYJ,65025
2017,8,New York Jets,NYJ,New York Jets,NYJ,77562
2017,9,New York Jets,NYJ,New York Jets,NYJ,77562
2017,10,New York Jets,NYJ,New York Jets,NYJ,57911
2017,12,New York Jets,NYJ,New York Jets,NYJ,77562
2017,13,New York Jets,NYJ,New York Jets,NYJ,77562
2017,14,New York Jets,NYJ,New York Jets,NYJ,75518
2017,15,New York Jets,NYJ,New York Jets,NYJ,73018
2017,16,New York Jets,NYJ,New York Jets,NYJ,77562
2017,17,New York Jets,NYJ,New York Jets,NYJ,65878
2017,1,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,78685
2017,2,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,74971
2017,3,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,69596
2017,4,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,25374
2017,5,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,69596
2017,6,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,74373
2017,7,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,69596
2017,8,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,69596
2017,9,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,69596
2017,11,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,93247
2017,12,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,69596
2017,13,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,69075
2017,14,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,67752
2017,15,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,76896
2017,16,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,69596
2017,17,Philadelphia Eagles,PHI,Philadelphia Eagles,PHI,69596
2017,1,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,67431
2017,2,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,65971
2017,3,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,61172
2017,4,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,71126
2017,5,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,66237
2017,6,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,76994
2017,7,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,65363
2017,8,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,64983
2017,10,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,66146
2017,11,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,60703
2017,12,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,62147
2017,13,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,56029
2017,14,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,60069
2017,15,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,68574
2017,16,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,71842
2017,17,Pittsburgh Steelers,PIT,Pittsburgh Steelers,PIT,50704
2017,1,Seattle Seahawks,SEA,Seattle Seahawks,SEA,78381
2017,2,Seattle Seahawks,SEA,Seattle Seahawks,SEA,68729
2017,3,Seattle Seahawks,SEA,Seattle Seahawks,SEA,69127
2017,4,Seattle Seahawks,SEA,Seattle Seahawks,SEA,68872
2017,5,Seattle Seahawks,SEA,Seattle Seahawks,SEA,60745
2017,7,Seattle Seahawks,SEA,Seattle Seahawks,SEA,78527
2017,8,Seattle Seahawks,SEA,Seattle Seahawks,SEA,69025
2017,9,Seattle Seahawks,SEA,Seattle Seahawks,SEA,68927
2017,10,Seattle Seahawks,SEA,Seattle Seahawks,SEA,64639
2017,11,Seattle Seahawks,SEA,Seattle Seahawks,SEA,69026
2017,12,Seattle Seahawks,SEA,Seattle Seahawks,SEA,70134
2017,13,Seattle Seahawks,SEA,Seattle Seahawks,SEA,69075
2017,14,Seattle Seahawks,SEA,Seattle Seahawks,SEA,64431
2017,15,Seattle Seahawks,SEA,Seattle Seahawks,SEA,69077
2017,16,Seattle Seahawks,SEA,Seattle Seahawks,SEA,92150
2017,17,Seattle Seahawks,SEA,Seattle Seahawks,SEA,69078
2017,1,San Francisco 49ers,SF,San Francisco 49ers,SF,70178
2017,2,San Francisco 49ers,SF,San Francisco 49ers,SF,68729
2017,3,San Francisco 49ers,SF,San Francisco 49ers,SF,70178
2017,4,San Francisco 49ers,SF,San Francisco 49ers,SF,64121
2017,5,San Francisco 49ers,SF,San Francisco 49ers,SF,65612
2017,6,San Francisco 49ers,SF,San Francisco 49ers,SF,75568
2017,7,San Francisco 49ers,SF,San Francisco 49ers,SF,70133
2017,8,San Francisco 49ers,SF,San Francisco 49ers,SF,69596
2017,9,San Francisco 49ers,SF,San Francisco 49ers,SF,70133
2017,10,San Francisco 49ers,SF,San Francisco 49ers,SF,70133
2017,12,San Francisco 49ers,SF,San Francisco 49ers,SF,70134
2017,13,San Francisco 49ers,SF,San Francisco 49ers,SF,61302
2017,14,San Francisco 49ers,SF,San Francisco 49ers,SF,71802
2017,15,San Francisco 49ers,SF,San Francisco 49ers,SF,70133
2017,16,San Francisco 49ers,SF,San Francisco 49ers,SF,70133
2017,17,San Francisco 49ers,SF,San Francisco 49ers,SF,66125
2017,2,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,56640
2017,3,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,66390
2017,4,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,63916
2017,5,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,64476
2017,6,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,63999
2017,7,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,68561
2017,8,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,58545
2017,9,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,73121
2017,10,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,57911
2017,11,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,65089
2017,12,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,71036
2017,13,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,77684
2017,14,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,60372
2017,15,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,62382
2017,16,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,71463
2017,17,Tampa Bay Buccaneers,TB,Tampa Bay Buccaneers,TB,55376
2017,1,Tennessee Titans,TEN,Tennessee Titans,TEN,69089
2017,2,Tennessee Titans,TEN,Tennessee Titans,TEN,61709
2017,3,Tennessee Titans,TEN,Tennessee Titans,TEN,69127
2017,4,Tennessee Titans,TEN,Tennessee Titans,TEN,71804
2017,5,Tennessee Titans,TEN,Tennessee Titans,TEN,65135
2017,6,Tennessee Titans,TEN,Tennessee Titans,TEN,63888
2017,7,Tennessee Titans,TEN,Tennessee Titans,TEN,59061
2017,9,Tennessee Titans,TEN,Tennessee Titans,TEN,67322
2017,10,Tennessee Titans,TEN,Tennessee Titans,TEN,67432
2017,11,Tennessee Titans,TEN,Tennessee Titans,TEN,60703
2017,12,Tennessee Titans,TEN,Tennessee Titans,TEN,62207
2017,13,Tennessee Titans,TEN,Tennessee Titans,TEN,62758
2017,14,Tennessee Titans,TEN,Tennessee Titans,TEN,64153
2017,15,Tennessee Titans,TEN,Tennessee Titans,TEN,70133
2017,16,Tennessee Titans,TEN,Tennessee Titans,TEN,60097
2017,17,Tennessee Titans,TEN,Tennessee Titans,TEN,65501
2017,1,Washington Redskins,WAS,Washington Commanders,WSH,78685
2017,2,Washington Redskins,WAS,Washington Commanders,WSH,56612
2017,3,Washington Redskins,WAS,Washington Commanders,WSH,77123
2017,4,Washington Redskins,WAS,Washington Commanders,WSH,74587
2017,6,Washington Redskins,WAS,Washington Commanders,WSH,75568
2017,7,Washington Redskins,WAS,Washington Commanders,WSH,69596
2017,8,Washington Redskins,WAS,Washington Commanders,WSH,78428
2017,9,Washington Redskins,WAS,Washington Commanders,WSH,68927
2017,10,Washington Redskins,WAS,Washington Commanders,WSH,74476
2017,11,Washington Redskins,WAS,Washington Commanders,WSH,73138
2017,12,Washington Redskins,WAS,Washington Commanders,WSH,73210
2017,13,Washington Redskins,WAS,Washington Commanders,WSH,91712
2017,14,Washington Redskins,WAS,Washington Commanders,WSH,25393
2017,15,Washington Redskins,WAS,Washington Commanders,WSH,71026
2017,16,Washington Redskins,WAS,Washington Commanders,WSH,72889
2017,17,Washington Redskins,WAS,Washington Commanders,WSH,76269
2018,1,Arizona Cardinals,ARI,Arizona Cardinals,ARI,61613
2018,2,Arizona Cardinals,ARI,Arizona Cardinals,ARI,66515
2018,3,Arizona Cardinals,ARI,Arizona Cardinals,ARI,62163
2018,4,Arizona Cardinals,ARI,Arizona Cardinals,ARI,61845
2018,5,Arizona Cardinals,ARI,Arizona Cardinals,ARI,68337
2018,6,Arizona Cardinals,ARI,Arizona Cardinals,ARI,66801
2018,7,Arizona Cardinals,ARI,Arizona Cardinals,ARI,62359
2018,8,Arizona Cardinals,ARI,Arizona Cardinals,ARI,61923
2018,10,Arizona Cardinals,ARI,Arizona Cardinals,ARI,76712
2018,11,Arizona Cardinals,ARI,Arizona Cardinals,ARI,62435
2018,12,Arizona Cardinals,ARI,Arizona Cardinals,ARI,25343
2018,13,Arizona Cardinals,ARI,Arizona Cardinals,ARI,77234
2018,14,Arizona Cardinals,ARI,Arizona Cardinals,ARI,62014
2018,15,Arizona Cardinals,ARI,Arizona Cardinals,ARI,72084
