game_id,season,week,game_type,attendance,temperature,precipitation,wind_speed,home_team_win_pct,away_team_win_pct,weekend_flag,holiday_flag,indoor_flag,holiday_before_flag,holiday_after_flag,holiday_adjacent_flag,divisional_game_flag,rivalry_flag,primetime_flag,week_of_season,month,home_rest_days,away_rest_days,weather_condition,severe_weather_flag,home_prior_season_win_pct,away_prior_season_win_pct,neutral_site_flag,international_flag
2015_REG_02_NE_BUF_20150920,2015,2,REG,70858.0,58.7,0.024,9.7,1.0,1.0,True,False,False,False,False,False,False,False,False,2,9,6.0,9.0,WMO_53|PRECIP,False,,,False,False
2015_REG_02_NYJ_IND_20150921,2015,2,REG,65220.0,,,,0.0,1.0,False,False,True,False,False,False,False,False,False,2,9,7.0,7.0,,False,,,False,False
2015_REG_02_SEA_GB_20150920,2015,2,REG,78433.0,59.8,0.0,7.9,1.0,0.0,True,False,False,False,False,False,False,False,False,2,9,6.0,6.0,WMO_3,False,,,False,False
2015_REG_02_SF_PIT_20150920,2015,2,REG,66472.0,62.7,0.087,12.3,0.0,1.0,True,False,False,False,False,False,False,False,False,2,9,9.0,5.0,WMO_55|PRECIP,False,,,False,False
2015_REG_02_TB_NO_20150920,2015,2,REG,73006.0,,,,0.0,0.0,True,False,True,False,False,False,False,False,False,2,9,6.0,6.0,,False,,,False,False
2015_REG_02_TEN_CLE_20150920,2015,2,REG,67431.0,61.2,0.0,11.9,0.0,1.0,True,False,False,False,False,False,False,False,False,2,9,6.0,6.0,WMO_3,False,,,False,False
2015_REG_03_ATL_DAL_20150927,2015,3,REG,90345.0,,,,1.0,1.0,True,False,True,False,False,False,False,False,False,3,9,6.0,6.0,,False,,,False,False
2015_REG_03_BUF_MIA_20150927,2015,3,REG,64869.0,81.1,0.15,5.3,0.5,0.5,True,False,False,False,False,False,False,False,False,3,9,6.0,6.0,WMO_61|PRECIP,False,,,False,False
2015_REG_03_CHI_SEA_20150927,2015,3,REG,69002.0,52.9,0.0,9.0,0.0,0.0,True,False,False,False,False,False,False,False,False,3,9,6.0,6.0,WMO_1,False,,,False,False
2015_REG_03_CIN_BAL_20150927,2015,3,REG,70970.0,65.5,0.004,14.7,0.0,1.0,True,False,False,False,False,False,False,False,False,3,9,6.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_03_DEN_DET_20150927,2015,3,REG,62920.0,,,,0.0,1.0,True,False,True,False,False,False,False,False,False,3,9,6.0,9.0,,False,,,False,False
2015_REG_03_IND_TEN_20150927,2015,3,REG,65920.0,70.0,0.106,6.7,0.5,0.0,True,False,False,False,False,False,False,False,False,3,9,6.0,5.0,WMO_51|PRECIP,False,,,False,False
2015_REG_03_JAX_NE_20150927,2015,3,REG,66829.0,56.6,0.0,6.6,1.0,0.5,True,False,False,False,False,False,False,False,False,3,9,6.0,6.0,WMO_3,False,,,False,False
2015_REG_03_KC_GB_20150928,2015,3,REG,78214.0,69.9,0.016,11.7,1.0,0.5,False,False,False,False,False,False,False,False,False,3,9,7.0,10.0,WMO_51|PRECIP,False,,,False,False
2015_REG_03_LAC_MIN_20150927,2015,3,REG,52400.0,68.8,0.0,12.9,0.5,0.5,True,False,False,False,False,False,False,False,False,3,9,6.0,6.0,WMO_0,False,,,False,False
2015_REG_03_LV_CLE_20150927,2015,3,REG,67431.0,66.2,0.0,11.1,0.5,0.5,True,False,False,False,False,False,False,False,False,3,9,6.0,6.0,WMO_3,False,,,False,False
2015_REG_03_NO_CAR_20150927,2015,3,REG,73402.0,64.2,0.26,13.8,1.0,0.0,True,False,False,False,False,False,False,False,False,3,9,6.0,6.0,WMO_53|PRECIP,False,,,False,False
2015_REG_03_PHI_NYJ_20150927,2015,3,REG,78160.0,61.5,0.0,7.4,1.0,0.0,True,False,False,False,False,False,False,False,False,3,9,5.0,6.0,WMO_3,False,,,False,False
2015_REG_03_PIT_LAR_20150927,2015,3,REG,52433.0,,,,0.5,0.5,True,False,True,False,False,False,False,False,False,3,9,6.0,6.0,,False,,,False,False
2015_REG_03_SF_ARI_20150927,2015,3,REG,63663.0,,,,1.0,0.5,True,False,True,False,False,False,False,False,False,3,9,6.0,6.0,,False,,,False,False
2015_REG_03_TB_HOU_20150927,2015,3,REG,71718.0,,,,0.0,0.5,True,False,True,False,False,False,False,False,False,3,9,6.0,6.0,,False,,,False,False
2015_REG_03_WSH_NYG_20150924,2015,3,REG,76081.0,65.9,0.0,7.9,0.0,0.5,False,False,False,False,False,False,False,False,False,3,9,3.0,3.0,WMO_2,False,,,False,False
2015_REG_04_BAL_PIT_20151001,2015,4,REG,63929.0,57.2,0.0,9.5,0.6666666666666666,0.0,False,False,False,False,False,False,False,False,False,4,10,3.0,3.0,WMO_3,False,,,False,False
2015_REG_04_CAR_TB_20151004,2015,4,REG,57468.0,71.6,0.102,11.7,0.3333333333333333,1.0,True,False,False,False,False,False,False,False,False,4,10,6.0,6.0,WMO_61|PRECIP,False,,,False,False
2015_REG_04_CLE_LAC_20151004,2015,4,REG,63710.0,69.2,0.22,12.0,0.3333333333333333,0.3333333333333333,True,False,False,False,False,False,False,False,False,4,10,6.0,6.0,WMO_61|PRECIP,False,,,False,False
2015_REG_04_DAL_NO_20151004,2015,4,REG,73009.0,,,,0.0,0.6666666666666666,True,False,True,False,False,False,False,False,False,4,10,6.0,6.0,,False,,,False,False
2015_REG_04_DET_SEA_20151005,2015,4,REG,69005.0,58.2,0.0,6.5,0.3333333333333333,0.0,False,False,False,False,False,False,False,False,False,4,10,7.0,7.0,WMO_3,False,,,False,False
2015_REG_04_GB_SF_20151004,2015,4,REG,70799.0,60.7,0.004,11.4,0.3333333333333333,1.0,True,False,False,False,False,False,False,False,False,4,10,6.0,5.0,WMO_51|PRECIP,False,,,False,False
2015_REG_04_HOU_ATL_20151004,2015,4,REG,69904.0,,,,1.0,0.3333333333333333,True,False,True,False,False,False,False,False,False,4,10,6.0,6.0,,False,,,False,False
2015_REG_04_JAX_IND_20151004,2015,4,REG,65609.0,,,,0.3333333333333333,0.3333333333333333,True,False,True,False,False,False,False,False,False,4,10,6.0,6.0,,False,,,False,False
2015_REG_04_KC_CIN_20151004,2015,4,REG,57498.0,60.8,0.091,9.1,1.0,0.3333333333333333,True,False,False,False,False,False,False,False,False,4,10,6.0,5.0,WMO_53|PRECIP,False,,,False,False
2015_REG_04_LAR_ARI_20151004,2015,4,REG,63146.0,,,,1.0,0.3333333333333333,True,False,True,False,False,False,False,False,False,4,10,6.0,6.0,,False,,,False,False
2015_REG_04_LV_CHI_20151004,2015,4,REG,62409.0,52.1,0.008,17.8,0.0,0.6666666666666666,True,False,False,False,False,False,False,False,False,4,10,6.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_04_MIN_DEN_20151004,2015,4,REG,77029.0,55.8,0.169,9.7,1.0,0.6666666666666666,True,False,False,False,False,False,False,False,False,4,10,6.0,6.0,WMO_61|PRECIP,False,,,False,False
2015_REG_04_NYG_BUF_20151004,2015,4,REG,70677.0,51.9,0.031,12.1,0.6666666666666666,0.3333333333333333,True,False,False,False,False,False,False,False,False,4,10,6.0,9.0,WMO_51|PRECIP,False,,,False,False
2015_REG_04_NYJ_MIA_20151004,2015,4,REG,83986.0,54.2,0.0,10.6,0.3333333333333333,0.6666666666666666,True,False,False,False,False,False,False,False,False,4,10,6.0,6.0,WMO_3,False,,,False,False
2015_REG_04_PHI_WSH_20151004,2015,4,REG,74767.0,57.5,0.008,16.8,0.3333333333333333,0.3333333333333333,True,False,False,False,False,False,False,False,False,4,10,9.0,6.0,WMO_51|PRECIP,True,,,False,False
2015_REG_05_ARI_DET_20151011,2015,5,REG,60816.0,,,,0.0,0.75,True,False,True,True,False,True,False,False,False,5,10,5.0,6.0,,False,,,False,False
2015_REG_05_BUF_TEN_20151011,2015,5,REG,65670.0,60.8,0.0,4.1,0.3333333333333333,0.5,True,False,False,True,False,True,False,False,False,5,10,13.0,6.0,WMO_3,False,,,False,False
2015_REG_05_CHI_KC_20151011,2015,5,REG,75799.0,66.3,0.0,11.5,0.25,0.25,True,False,False,True,False,True,False,False,False,5,10,6.0,6.0,WMO_3,False,,,False,False
2015_REG_05_CLE_BAL_20151011,2015,5,REG,71046.0,57.2,0.0,5.8,0.25,0.25,True,False,False,True,False,True,False,False,False,5,10,9.0,6.0,WMO_3,False,,,False,False
2015_REG_05_DEN_LV_20151011,2015,5,REG,54500.0,66.5,0.0,9.4,0.5,1.0,True,False,False,True,False,True,False,False,False,5,10,6.0,6.0,WMO_3,False,,,False,False
2015_REG_05_IND_HOU_20151008,2015,5,REG,71732.0,,,,0.25,0.5,False,False,True,False,False,False,False,False,False,5,10,3.0,3.0,,False,,,False,False
2015_REG_05_JAX_TB_20151011,2015,5,REG,58490.0,75.8,0.008,10.9,0.25,0.25,True,False,False,True,False,True,False,False,False,5,10,6.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_05_LAR_GB_20151011,2015,5,REG,78432.0,62.0,0.0,15.0,1.0,0.5,True,False,False,True,False,True,False,False,False,5,10,6.0,6.0,WMO_3,False,,,False,False
2015_REG_05_NE_DAL_20151011,2015,5,REG,93054.0,,,,0.5,1.0,True,False,True,True,False,True,False,False,False,5,10,6.0,13.0,,False,,,False,False
2015_REG_05_NO_PHI_20151011,2015,5,REG,69296.0,56.1,0.0,5.7,0.25,0.25,True,False,False,True,False,True,False,False,False,5,10,6.0,6.0,WMO_3,False,,,False,False
2015_REG_05_PIT_LAC_20151012,2015,5,REG,67658.0,79.2,0.0,6.8,0.5,0.5,False,True,False,False,False,False,False,False,False,5,10,7.0,10.0,WMO_3,False,,,False,False
2015_REG_05_SEA_CIN_20151011,2015,5,REG,65004.0,58.6,0.0,6.2,1.0,0.5,True,False,False,True,False,True,False,False,False,5,10,6.0,5.0,WMO_3,False,,,False,False
2015_REG_05_SF_NYG_20151011,2015,5,REG,78515.0,55.0,0.0,7.2,0.5,0.25,True,False,False,True,False,True,False,False,False,5,10,6.0,6.0,WMO_3,False,,,False,False
2015_REG_05_WSH_ATL_20151011,2015,5,REG,70178.0,,,,1.0,0.5,True,False,True,True,False,True,False,False,False,5,10,6.0,6.0,,False,,,False,False
2015_REG_06_ARI_PIT_20151018,2015,6,REG,63846.0,39.6,0.043,12.7,0.6,0.8,True,False,False,False,False,False,False,False,False,6,10,5.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_06_ATL_NO_20151015,2015,6,REG,73018.0,,,,0.2,1.0,False,False,True,False,False,False,False,False,False,6,10,3.0,3.0,,False,,,False,False
2015_REG_06_BAL_SF_20151018,2015,6,REG,70799.0,62.5,0.004,8.6,0.2,0.2,True,False,False,False,False,False,False,False,False,6,10,6.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_06_CAR_SEA_20151018,2015,6,REG,69020.0,57.9,0.138,5.7,0.4,1.0,True,False,False,False,False,False,False,False,False,6,10,6.0,13.0,WMO_53|PRECIP,False,,,False,False
2015_REG_06_CHI_DET_20151018,2015,6,REG,57648.0,,,,0.0,0.4,True,False,True,False,False,False,False,False,False,6,10,6.0,6.0,,False,,,False,False
2015_REG_06_CIN_BUF_20151018,2015,6,REG,69593.0,37.4,0.067,7.0,0.6,1.0,True,False,False,False,False,False,False,False,False,6,10,6.0,6.0,WMO_71|SNOW,True,,,False,False
2015_REG_06_DEN_CLE_20151018,2015,6,REG,67431.0,42.9,0.039,15.4,0.4,1.0,True,False,False,False,False,False,False,False,False,6,10,6.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_06_HOU_JAX_20151018,2015,6,REG,58085.0,67.0,0.0,16.5,0.2,0.2,True,False,False,False,False,False,False,False,False,6,10,6.0,9.0,WMO_3,False,,,False,False
2015_REG_06_KC_MIN_20151018,2015,6,REG,52480.0,45.2,0.0,14.3,0.5,0.2,True,False,False,False,False,False,False,False,False,6,10,13.0,6.0,WMO_0,False,,,False,False
2015_REG_06_LAC_GB_20151018,2015,6,REG,78434.0,40.2,0.0,7.4,1.0,0.4,True,False,False,False,False,False,False,False,False,6,10,6.0,5.0,WMO_3,False,,,False,False
2015_REG_06_MIA_TEN_20151018,2015,6,REG,62342.0,49.8,0.0,7.3,0.25,0.25,True,False,False,False,False,False,False,False,False,6,10,6.0,13.0,WMO_0,False,,,False,False
2015_REG_06_NE_IND_20151018,2015,6,REG,66726.0,,,,0.6,1.0,True,False,True,False,False,False,False,False,False,6,10,9.0,6.0,,False,,,False,False
2015_REG_06_NYG_PHI_20151019,2015,6,REG,69296.0,41.5,0.0,7.6,0.4,0.6,False,False,False,False,False,False,False,False,False,6,10,7.0,7.0,WMO_0,False,,,False,False
2015_REG_06_WSH_NYJ_20151018,2015,6,REG,78160.0,42.8,0.0,13.0,0.75,0.4,True,False,False,False,False,False,False,False,False,6,10,13.0,6.0,WMO_2,False,,,False,False
2015_REG_07_ATL_TEN_20151025,2015,7,REG,63329.0,61.9,0.154,8.8,0.2,0.8333333333333334,True,False,False,False,False,False,False,False,False,7,10,6.0,9.0,WMO_53|PRECIP,False,,,False,False
2015_REG_07_BAL_ARI_20151026,2015,7,REG,64722.0,,,,0.6666666666666666,0.1666666666666666,False,False,True,False,False,False,False,False,False,7,10,7.0,7.0,,False,,,False,False
2015_REG_07_BUF_JAX_20151025,2015,7,REG,84021.0,45.4,0.0,7.7,0.1666666666666666,0.5,True,False,False,False,False,False,False,False,False,7,10,6.0,6.0,WMO_3,False,,,False,False
2015_REG_07_CLE_LAR_20151025,2015,7,REG,51523.0,,,,0.4,0.3333333333333333,True,False,True,False,False,False,False,False,False,7,10,13.0,6.0,,False,,,False,False
2015_REG_07_DAL_NYG_20151025,2015,7,REG,80319.0,56.2,0.004,11.2,0.5,0.4,True,False,False,False,False,False,False,False,False,7,10,5.0,13.0,WMO_51|PRECIP,False,,,False,False
2015_REG_07_HOU_MIA_20151025,2015,7,REG,65251.0,78.5,0.016,11.9,0.4,0.3333333333333333,True,False,False,False,False,False,False,False,False,7,10,6.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_07_LV_LAC_20151025,2015,7,REG,67542.0,72.1,0.0,7.7,0.3333333333333333,0.4,True,False,False,False,False,False,False,False,False,7,10,6.0,13.0,WMO_3,False,,,False,False
2015_REG_07_MIN_DET_20151025,2015,7,REG,60231.0,,,,0.1666666666666666,0.6,True,False,True,False,False,False,False,False,False,7,10,6.0,6.0,,False,,,False,False
2015_REG_07_NO_IND_20151025,2015,7,REG,66420.0,,,,0.5,0.3333333333333333,True,False,True,False,False,False,False,False,False,7,10,6.0,9.0,,False,,,False,False
2015_REG_07_NYJ_NE_20151025,2015,7,REG,66829.0,52.3,0.008,10.0,1.0,0.8,True,False,False,False,False,False,False,False,False,7,10,6.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_07_PHI_CAR_20151025,2015,7,REG,74194.0,64.9,0.0,6.3,1.0,0.5,True,False,False,False,False,False,False,False,False,7,10,6.0,5.0,WMO_3,False,,,False,False
2015_REG_07_PIT_KC_20151025,2015,7,REG,76365.0,54.7,0.0,6.7,0.1666666666666666,0.6666666666666666,True,False,False,False,False,False,False,False,False,7,10,6.0,6.0,WMO_3,False,,,False,False
2015_REG_07_SEA_SF_20151022,2015,7,REG,70799.0,68.2,0.0,5.0,0.3333333333333333,0.3333333333333333,False,False,False,False,False,False,False,False,False,7,10,3.0,3.0,WMO_0,False,,,False,False
2015_REG_07_TB_WSH_20151025,2015,7,REG,72912.0,59.3,0.071,10.4,0.3333333333333333,0.4,True,False,False,False,False,False,False,False,False,7,10,6.0,13.0,WMO_53|PRECIP,False,,,False,False
2015_REG_08_ARI_CLE_20151101,2015,8,REG,67431.0,55.8,0.059,17.4,0.2857142857142857,0.7142857142857143,True,False,False,False,False,False,False,False,False,8,11,6.0,5.0,WMO_51|PRECIP,False,,,False,False
2015_REG_08_CIN_PIT_20151101,2015,8,REG,64750.0,55.6,0.126,11.0,0.5714285714285714,1.0,True,False,False,False,False,False,False,False,False,8,11,6.0,13.0,WMO_53|PRECIP,False,,,False,False
2015_REG_08_DET_KC_20151101,2015,8,REG,83624.0,48.0,0.0,4.6,0.2857142857142857,0.1428571428571428,True,False,False,False,False,False,False,False,False,8,11,6.0,6.0,WMO_3,False,,,False,False
2015_REG_08_GB_DEN_20151101,2015,8,REG,77075.0,51.2,0.0,7.9,1.0,1.0,True,False,False,False,False,False,False,False,False,8,11,13.0,13.0,WMO_2,False,,,False,False
2015_REG_08_IND_CAR_20151102,2015,8,REG,74136.0,60.5,2.87,8.6,1.0,0.4285714285714285,False,False,False,False,False,False,False,False,False,8,11,7.0,7.0,WMO_65|PRECIP,True,,,False,False
2015_REG_08_LAC_BAL_20151101,2015,8,REG,70829.0,57.3,0.051,12.8,0.1428571428571428,0.2857142857142857,True,False,False,False,False,False,False,False,False,8,11,5.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_08_MIA_NE_20151029,2015,8,REG,66829.0,63.2,1.031,18.0,1.0,0.5,False,False,False,False,False,False,False,False,False,8,10,3.0,3.0,WMO_63|PRECIP,True,,,False,False
2015_REG_08_MIN_CHI_20151101,2015,8,REG,62311.0,52.9,0.028,13.9,0.3333333333333333,0.6666666666666666,True,False,False,False,False,False,False,False,False,8,11,13.0,6.0,WMO_53|PRECIP,False,,,False,False
2015_REG_08_NYG_NO_20151101,2015,8,REG,73019.0,,,,0.4285714285714285,0.5714285714285714,True,False,True,False,False,False,False,False,False,8,11,6.0,6.0,,False,,,False,False
2015_REG_08_NYJ_LV_20151101,2015,8,REG,54700.0,63.8,0.004,8.1,0.5,0.6666666666666666,True,False,False,False,False,False,False,False,False,8,11,6.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_08_SEA_DAL_20151101,2015,8,REG,91486.0,,,,0.3333333333333333,0.4285714285714285,True,False,True,False,False,False,False,False,False,8,11,6.0,9.0,,False,,,False,False
2015_REG_08_SF_LAR_20151101,2015,8,REG,51207.0,,,,0.5,0.2857142857142857,True,False,True,False,False,False,False,False,False,8,11,6.0,9.0,,False,,,False,False
2015_REG_08_TB_ATL_20151101,2015,8,REG,70524.0,,,,0.8571428571428571,0.3333333333333333,True,False,True,False,False,False,False,False,False,8,11,6.0,6.0,,False,,,False,False
2015_REG_08_TEN_HOU_20151101,2015,8,REG,71630.0,,,,0.2857142857142857,0.1666666666666666,True,False,True,False,False,False,False,False,False,8,11,6.0,6.0,,False,,,False,False
2015_REG_09_ATL_SF_20151108,2015,9,REG,70799.0,56.5,0.142,5.2,0.25,0.75,True,False,False,False,False,False,False,False,False,9,11,6.0,6.0,WMO_61|PRECIP,False,,,False,False
2015_REG_09_CHI_LAC_20151109,2015,9,REG,68033.0,62.8,0.008,9.3,0.25,0.2857142857142857,False,False,False,False,False,False,False,False,False,9,11,7.0,7.0,WMO_51|PRECIP,False,,,False,False
2015_REG_09_CLE_CIN_20151105,2015,9,REG,65816.0,65.7,0.0,8.3,1.0,0.25,False,False,False,False,False,False,False,False,False,9,11,3.0,3.0,WMO_3,False,,,False,False
2015_REG_09_DEN_IND_20151108,2015,9,REG,66894.0,,,,0.375,1.0,True,False,True,False,False,False,False,False,False,9,11,5.0,6.0,,False,,,False,False
2015_REG_09_GB_CAR_20151108,2015,9,REG,74461.0,55.3,0.008,11.8,1.0,0.8571428571428571,True,False,False,False,False,False,False,False,False,9,11,5.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_09_JAX_NYJ_20151108,2015,9,REG,78160.0,51.1,0.0,10.9,0.5714285714285714,0.2857142857142857,True,False,False,False,False,False,False,False,False,9,11,6.0,13.0,WMO_3,False,,,False,False
2015_REG_09_LAR_MIN_20151108,2015,9,REG,52406.0,45.7,0.0,14.8,0.7142857142857143,0.5714285714285714,True,False,False,False,False,False,False,False,False,9,11,6.0,6.0,WMO_0,False,,,False,False
2015_REG_09_LV_PIT_20151108,2015,9,REG,65520.0,45.2,0.0,8.2,0.5,0.5714285714285714,True,False,False,False,False,False,False,False,False,9,11,6.0,6.0,WMO_2,False,,,False,False
2015_REG_09_MIA_BUF_20151108,2015,9,REG,70214.0,43.0,0.0,9.4,0.4285714285714285,0.4285714285714285,True,False,False,False,False,False,False,False,False,9,11,13.0,9.0,WMO_2,False,,,False,False
2015_REG_09_NYG_TB_20151108,2015,9,REG,64351.0,78.5,0.008,7.9,0.4285714285714285,0.5,True,False,False,False,False,False,False,False,False,9,11,6.0,6.0,WMO_51|PRECIP,False,,,False,False
2015_REG_09_PHI_DAL_20151108,2015,9,REG,91827.0,,,,0.2857142857142857,0.4285714285714285,True,False,True,False,False,False,False,False,False,9,11,6.0,13.0,,False,,,False,False
2015_REG_09_TEN_NO_20151108,2015,9,REG,73075.0,,,,0.5,0.1428571428571428,True,False,True,False,False,False,False,False,False,9,11,6.0,6.0,,False,,,False,False
2015_REG_09_WSH_NE_20151108,2015,9,REG,66829.0,48.5,0.0,9.8,1.0,0.4285714285714285,True,False,False,False,False,False,False,False,False,9,11,9.0,13.0,WMO_3,False,,,False,False
2015_REG_10_ARI_SEA_20151115,2015,10,REG,69005.0,42.4,1.059,12.5,0.5,0.75,True,False,False,False,False,False,False,False,False,10,11,13.0,13.0,WMO_73|SNOW,True,,,False,False
2015_REG_10_BUF_NYJ_20151112,2015,10,REG,78160.0,51.8,0.15,9.8,0.625,0.5,False,False,False,False,False,False,False,False,False,10,11,3.0,3.0,WMO_55|PRECIP,False,,,False,False
2015_REG_10_CAR_TEN_20151115,2015,10,REG,63591.0,49.1,0.0,5.5,0.25,1.0,True,False,False,False,False,False,False,False,False,10,11,6.0,6.0,WMO_3,False,,,False,False
2015_REG_10_CHI_LAR_20151115,2015,10,REG,58653.0,,,,0.5,0.375,True,False,True,False,False,False,False,False,False,10,11,6.0,5.0,,False,,,False,False
2015_REG_10_CLE_PIT_20151115,2015,10,REG,64402.0,44.2,0.0,8.7,0.5555555555555556,0.2222222222222222,True,False,False,False,False,False,False,False,False,10,11,6.0,9.0,WMO_2,False,,,False,False
2015_REG_10_DAL_TB_20151115,2015,10,REG,64113.0,71.5,0.0,14.0,0.375,0.25,True,False,False,False,False,False,False,False,False,10,11,6.0,6.0,WMO_3,False,,,False,False
2015_REG_10_DET_GB_20151115,2015,10,REG,78526.0,46.7,0.0,10.3,0.75,0.125,True,False,False,False,False,False,False,False,False,10,11,6.0,13.0,WMO_3,False,,,False,False
2015_REG_10_HOU_CIN_20151116,2015,10,REG,61381.0,47.9,0.0,5.8,1.0,0.375,False,False,False,False,False,False,False,False,False,10,11,10.0,14.0,WMO_3,False,,,False,False
2015_REG_10_JAX_BAL_20151115,2015,10,REG,70837.0,45.5,0.0,10.8,0.25,0.25,True,False,False,False,False,False,False,False,False,10,11,13.0,6.0,WMO_3,False,,,False,False
